,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
31056,28,4.4,13.005801,80.250744,13.045801,80.290744,Sunny,High,0,Drinks,motorcycle,2,No,Metropolitian,41,afternoon,10,14,45,14,55
31059,20,4.8,17.450851,78.379347,17.540851,78.469347,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,25,evening,15,17,35,17,50
31060,37,4.9,23.359033,85.325347,23.419033,85.385347,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,evening,10,18,55,19,5
31061,31,4.2,12.975377,77.696664,13.065377,77.786664,Fog,Low,0,Buffet,motorcycle,2,No,Metropolitian,41,night,15,22,40,22,55
31063,21,4.2,11.016298,76.972076,11.126298,77.082076,Fog,Jam,1,Meal,motorcycle,2,No,Metropolitian,34,evening,10,19,40,19,50
31064,24,4.6,19.221315,72.862381,19.331315,72.972381,Sandstorms,Low,2,Drinks,scooter,1,No,Urban,12,night,10,22,45,22,55
31065,21,4.9,17.438263,78.397865,17.468263,78.427865,Windy,Medium,1,Drinks,scooter,0,No,Metropolitian,27,evening,10,17,20,17,30
31067,21,4.0,25.449872,81.836167,25.469872,81.856167,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,21,morning,15,10,40,10,55
31069,31,4.3,12.978453,77.643685,13.038453,77.703685,Windy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,41,evening,5,19,10,19,15
31070,29,4.6,26.472001,80.354002,26.542001,80.424002,Sunny,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,21,night,10,21,30,21,40
31071,36,4.9,11.024839,77.007003,11.154839,77.137003,Stormy,Jam,2,Meal,scooter,0,No,Metropolitian,30,night,10,21,30,21,40
31072,24,4.9,12.323225,76.630028,12.373225,76.680028,Fog,Low,0,Snack,motorcycle,0,No,Urban,15,night,10,22,45,22,55
31073,23,4.9,11.022477,76.995667,11.102477,77.075667,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,evening,5,20,10,20,15
31075,33,4.0,12.981615,80.231598,13.001615,80.251598,Cloudy,High,2,Drinks,scooter,1,No,Metropolitian,35,morning,10,11,30,11,40
31076,36,4.9,27.165108,78.015053,27.245108,78.095053,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,27,night,15,22,20,22,35
31077,22,4.7,11.008638,76.984311,11.068638,77.044311,Windy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,16,evening,10,18,35,18,45
31078,33,3.7,22.311844,73.165081,22.381844,73.235081,Stormy,Medium,2,Meal,scooter,1,No,Metropolitian,32,evening,5,17,50,17,55
31080,33,4.9,26.471617,80.313564,26.491617,80.333564,Cloudy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,19,morning,10,8,40,8,50
31081,34,4.6,18.543626,73.905101,18.563626,73.925101,Fog,Low,0,Snack,motorcycle,0,No,Metropolitian,20,morning,5,10,40,10,45
31082,21,4.9,12.933298,77.614293,12.963298,77.644293,Sandstorms,Medium,1,Buffet,motorcycle,0,No,Metropolitian,28,evening,10,18,55,19,5
31083,22,4.6,30.327968,78.046106,30.367968,78.086106,Cloudy,Medium,1,Snack,scooter,1,No,Urban,13,afternoon,10,15,30,15,40
31084,32,3.8,18.516216,73.842527,18.646216,73.972527,Sunny,Jam,1,Buffet,scooter,1,No,Urban,33,evening,10,19,55,20,5
31086,32,4.8,17.426228,78.407495,17.536228,78.517495,Cloudy,Jam,1,Buffet,motorcycle,2,No,Metropolitian,47,evening,5,20,10,20,15
31087,39,4.5,26.892312,75.806896,26.972313,75.886896,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,35,evening,5,17,15,17,20
31088,22,4.7,17.430448,78.418213,17.500448,78.488213,Cloudy,Medium,2,Drinks,scooter,1,No,Metropolitian,35,evening,10,18,10,18,20
31089,37,4.3,23.233219,77.433571,23.343219,77.543571,Cloudy,Jam,2,Drinks,scooter,1,No,Metropolitian,38,evening,5,19,45,19,50
31091,33,4.7,10.035573,76.336958,10.105573,76.406958,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,38,night,5,22,35,22,40
31092,20,4.9,17.410371,78.437225,17.540371,78.567225,Sunny,Jam,1,Snack,motorcycle,0,No,Urban,10,evening,5,19,30,19,35
31093,24,4.9,18.533811,73.899315,18.613811,73.979315,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,35,evening,15,20,10,20,25
31094,36,4.9,12.337978,76.616792,12.347978,76.626792,Cloudy,High,0,Drinks,motorcycle,0,No,Metropolitian,27,morning,15,11,30,11,45
31095,30,4.8,12.316967,76.603067,12.376967,76.663067,Windy,Jam,1,Snack,motorcycle,1,No,Metropolitian,33,evening,10,19,25,19,35
31097,38,4.6,18.554382,73.798206,18.634382,73.878206,Sandstorms,Low,2,Snack,scooter,1,No,Metropolitian,24,night,5,22,35,22,40
31103,27,4.8,21.175975,72.795503,21.185975,72.805503,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,16,morning,15,10,10,10,25
31106,20,4.7,21.160437,72.774209,21.210437,72.824209,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,25,evening,10,20,40,20,50
31112,28,4.9,22.311603,73.165012,22.421603,73.275012,Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,28,evening,5,20,45,20,50
31113,31,5.0,21.157735,72.768778,21.167735,72.778778,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,26,morning,15,8,30,8,45
31114,33,4.6,18.994049,72.825203,19.104049,72.935203,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,36,evening,5,18,25,18,30
31116,32,4.8,23.355164,85.324097,23.405164,85.374097,Sunny,Jam,0,Buffet,motorcycle,1,No,Urban,22,night,10,21,35,21,45
31118,27,4.9,26.902908,75.792934,26.972908,75.862934,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,24,night,5,22,25,22,30
31123,30,4.9,12.975996,80.221898,13.005996,80.251898,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,34,night,15,20,50,21,5
31125,30,3.7,17.424114,78.347554,17.514114,78.437554,Fog,Low,2,Snack,scooter,1,No,Metropolitian,33,night,10,22,45,22,55
31126,25,4.6,22.553227,88.353273,22.603227,88.403273,Fog,Medium,2,Snack,motorcycle,1,No,Metropolitian,16,evening,5,18,25,18,30
31127,26,4.7,17.426228,78.407495,17.506228,78.487495,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,23,night,10,23,20,23,30
31136,33,4.8,22.728163,75.884212,22.738163,75.894212,Sunny,Low,2,Snack,electric_scooter,0,No,Urban,16,morning,15,10,15,10,30
31137,25,4.6,21.186608,72.794136,21.256608,72.864136,Sunny,Medium,0,Meal,motorcycle,0,No,Metropolitian,25,evening,5,17,35,17,40
31140,32,4.9,21.175975,72.795503,21.215975,72.835503,Cloudy,High,1,Meal,motorcycle,1,No,Metropolitian,34,afternoon,10,14,15,14,25
31141,36,3.8,30.332735,78.054222,30.442735,78.164222,Fog,Low,1,Drinks,motorcycle,1,No,Metropolitian,38,night,5,23,25,23,30
31143,27,4.9,13.029198,77.570997,13.159198,77.700997,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,26,night,10,21,35,21,45
31147,26,4.4,13.049645,80.242268,13.159645,80.352268,Cloudy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,38,night,10,21,55,22,5
31148,33,5.0,21.186438,72.794115,21.206438,72.814115,Sunny,Low,2,Meal,scooter,1,No,Urban,16,morning,5,10,50,10,55
31150,31,4.9,27.201725,78.007553,27.241725,78.047553,Fog,Medium,1,Buffet,motorcycle,1,No,Metropolitian,18,afternoon,10,15,15,15,25
31151,33,4.6,27.158822,78.045359,27.218822,78.105359,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,15,night,10,22,20,22,30
31153,22,4.7,22.553227,88.353273,22.583227,88.383273,Sandstorms,Jam,2,Snack,motorcycle,1,No,Urban,28,night,15,21,30,21,45
31154,28,4.9,13.086438,80.220672,13.106438,80.240672,Stormy,High,1,Meal,scooter,0,No,Metropolitian,14,morning,10,11,10,11,20
31155,21,4.8,11.008638,76.984311,11.068638,77.044311,Sandstorms,Low,1,Meal,scooter,1,No,Urban,10,night,15,23,20,23,35
31158,30,4.2,17.433809,78.386744,17.543809,78.496744,Fog,Jam,1,Drinks,scooter,3,Yes,Metropolitian,46,night,5,21,30,21,35
31160,27,4.6,21.149669,72.772629,21.209669,72.832629,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,16,night,5,23,50,23,55
31162,32,4.8,23.351058,85.325731,23.371058,85.345731,Sunny,Low,1,Snack,motorcycle,1,No,Urban,19,morning,10,9,35,9,45
31163,20,4.7,11.003669,76.976494,11.063669,77.036494,Cloudy,Jam,2,Drinks,scooter,0,No,Metropolitian,26,night,10,21,25,21,35
31164,23,4.7,21.149569,72.772697,21.169569,72.792697,Sunny,High,2,Buffet,motorcycle,0,No,Urban,15,morning,10,11,45,11,55
31169,26,4.6,11.003681,76.975525,11.043681,77.015525,Sandstorms,High,2,Buffet,motorcycle,0,No,Urban,16,afternoon,10,12,35,12,45
31171,22,4.7,12.981615,80.231598,13.041615,80.291598,Windy,Jam,0,Meal,motorcycle,0,No,Urban,23,night,10,21,40,21,50
31172,32,4.6,26.891191,75.802083,26.941191,75.852083,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,28,night,10,23,25,23,35
31173,30,4.9,13.027018,80.254791,13.057018,80.284791,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,night,10,22,45,22,55
31174,20,4.6,19.176269,72.836721,19.286269,72.946721,Stormy,Low,2,Drinks,motorcycle,1,No,Urban,15,night,5,23,40,23,45
31176,25,4.8,22.527893,88.368628,22.597893,88.438628,Sunny,Medium,2,Drinks,scooter,1,No,Metropolitian,16,evening,15,18,30,18,45
31177,39,5.0,19.875908,75.358888,19.885908,75.368888,Sandstorms,High,1,Drinks,motorcycle,1,No,Metropolitian,33,morning,10,11,40,11,50
31178,29,4.9,11.001852,76.976268,11.031852,77.006268,Sunny,Jam,2,Drinks,scooter,0,No,Metropolitian,10,evening,15,19,35,19,50
31179,39,4.7,23.374989,85.335486,23.444989,85.405486,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,40,night,15,22,55,23,10
31181,37,4.7,26.905287,75.794592,27.035287,75.924592,Cloudy,Medium,1,Snack,scooter,1,No,Urban,30,evening,10,17,10,17,20
31182,38,4.8,19.091458,72.827808,19.151458,72.887808,Cloudy,Medium,2,Meal,scooter,0,No,Urban,19,evening,10,18,20,18,30
31183,26,4.8,22.527893,88.368628,22.567893,88.408628,Sunny,High,2,Meal,electric_scooter,1,No,Metropolitian,11,afternoon,5,12,40,12,45
31184,27,4.7,22.761593,75.886362,22.871593,75.996362,Cloudy,Medium,0,Snack,motorcycle,0,No,Metropolitian,32,evening,15,18,25,18,40
31185,21,4.9,12.975996,80.221898,13.025996,80.271898,Stormy,Jam,2,Snack,scooter,1,No,Metropolitian,27,night,15,21,10,21,25
31189,21,4.1,26.956431,75.776649,27.016431,75.836649,Sunny,Jam,0,Drinks,motorcycle,2,No,Urban,45,evening,10,19,30,19,40
31194,23,4.7,23.351489,85.324253,23.441489,85.414253,Sandstorms,Jam,1,Drinks,motorcycle,0,No,Metropolitian,15,evening,5,19,20,19,25
31195,29,4.8,22.751857,75.866699,22.821857,75.936699,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,evening,10,20,10,20,20
31196,24,4.0,22.760072,75.892574,22.840072,75.972574,Cloudy,Jam,1,Meal,motorcycle,0,No,Metropolitian,39,night,15,21,15,21,30
31197,23,4.9,12.978453,77.643685,13.108453,77.773685,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,37,evening,10,18,25,18,35
31198,33,4.6,12.284747,76.625861,12.344747,76.685861,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,17,night,10,21,30,21,40
31199,31,4.6,11.022298,76.998349,11.092298,77.068349,Stormy,Low,1,Meal,scooter,0,No,Metropolitian,22,night,10,22,30,22,40
31203,23,4.9,13.022394,80.242439,13.092394,80.312439,Windy,Low,2,Snack,scooter,0,No,Metropolitian,16,night,10,23,25,23,35
31210,33,4.0,17.422819,78.449578,17.512819,78.539578,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,42,night,5,22,20,22,25
31213,28,4.9,18.546258,73.904337,18.636258,73.994337,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,24,evening,15,19,20,19,35
31215,35,4.9,12.981615,80.231598,13.001615,80.251598,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,29,morning,10,8,40,8,50
31218,38,4.7,26.902908,75.792934,26.982908,75.872934,Cloudy,Jam,1,Snack,scooter,0,No,Metropolitian,37,evening,15,20,30,20,45
31220,34,4.3,11.003669,76.976494,11.073669,77.046494,Fog,Low,0,Snack,motorcycle,1,No,Urban,40,night,10,23,40,23,50
31223,28,4.7,11.008638,76.984311,11.058638,77.034311,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,22,night,15,22,50,23,5
31226,21,4.6,12.975377,77.696664,12.995377,77.716664,Sunny,High,1,Meal,motorcycle,0,No,Urban,10,afternoon,15,11,55,12,10
31228,32,4.9,27.163303,78.057044,27.193303,78.087044,Sandstorms,Jam,0,Buffet,motorcycle,2,Yes,Metropolitian,48,evening,15,19,40,19,55
31230,20,4.6,22.307898,73.167788,22.437898,73.297788,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,22,evening,10,20,25,20,35
31231,20,4.5,18.592718,73.773572,18.612718,73.793572,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,20,morning,15,9,25,9,40
31233,31,5.0,12.934365,77.616155,13.004365,77.686155,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,25,night,10,23,35,23,45
31235,25,5.0,22.310237,73.158921,22.420237,73.268921,Sandstorms,Medium,2,Snack,motorcycle,0,No,Urban,19,evening,5,17,10,17,15
31236,35,4.6,17.455894,78.375467,17.515894,78.435467,Sunny,Jam,1,Meal,motorcycle,0,No,Metropolitian,21,evening,5,19,15,19,20
31237,35,4.4,11.006686,76.951736,11.076686,77.021736,Fog,Jam,1,Meal,motorcycle,1,No,Urban,44,night,10,20,55,21,5
31238,38,4.8,12.975377,77.696664,13.025377,77.746664,Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,19,evening,15,17,25,17,40
31239,27,4.7,17.451976,78.385883,17.521976,78.455883,Sunny,Medium,0,Buffet,motorcycle,0,No,Urban,29,evening,10,17,40,17,50
31241,24,4.7,26.902908,75.792934,27.032908,75.922934,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,36,evening,5,20,50,20,55
31242,35,4.9,12.304569,76.643622,12.394569,76.733622,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,36,night,15,23,20,23,35
31243,21,4.8,13.026279,80.174568,13.076279,80.224568,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,26,night,10,21,55,22,5
31246,33,4.9,11.022477,76.995667,11.052477,77.025667,Fog,Low,2,Snack,motorcycle,1,No,Urban,16,night,15,22,20,22,35
31247,22,5.0,21.186884,72.793616,21.266884,72.873616,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,16,night,10,23,10,23,20
31248,28,4.9,11.022477,76.995667,11.072477,77.045667,Cloudy,Low,1,Drinks,scooter,0,No,Urban,15,night,10,22,45,22,55
31251,23,4.6,22.695207,75.866059,22.805207,75.976059,Sunny,Medium,2,Buffet,motorcycle,0,No,Metropolitian,17,evening,15,18,10,18,25
31253,28,4.8,12.337978,76.616792,12.467978,76.746792,Sunny,Jam,1,Drinks,scooter,0,No,Urban,13,night,10,21,10,21,20
31254,32,4.6,26.479108,80.315042,26.509108,80.345042,Fog,Medium,2,Snack,scooter,1,No,Urban,15,evening,10,17,40,17,50
31257,20,4.7,23.232537,77.429845,23.272537,77.469845,Sunny,Medium,1,Meal,scooter,0,No,Metropolitian,12,afternoon,5,15,20,15,25
31258,27,4.3,11.022169,76.999594,11.062169,77.039594,Windy,High,0,Meal,motorcycle,0,No,Urban,31,afternoon,5,12,25,12,30
31260,29,4.7,10.994136,76.963303,11.124136,77.093303,Sunny,Jam,0,Drinks,motorcycle,1,No,Urban,33,night,5,21,15,21,20
31261,35,4.0,11.008638,76.984311,11.018638,76.994311,Stormy,High,0,Meal,motorcycle,1,No,Metropolitian,31,morning,10,11,40,11,50
31262,22,4.9,23.353783,85.326967,23.393783,85.366967,Fog,High,2,Snack,scooter,1,No,Metropolitian,26,afternoon,10,14,45,14,55
31264,39,4.6,11.016298,76.972076,11.026298,76.982076,Stormy,Low,1,Buffet,scooter,1,No,Metropolitian,22,morning,10,9,10,9,20
31265,22,4.3,23.374989,85.335486,23.424989,85.385486,Stormy,Low,0,Snack,motorcycle,0,No,Urban,18,night,5,23,30,23,35
31266,27,4.9,12.979096,77.640625,13.029096,77.690625,Windy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,28,evening,5,20,35,20,40
31267,26,4.8,30.893244,75.821817,30.973244,75.901817,Fog,Jam,1,Snack,motorcycle,0,No,Metropolitian,44,evening,10,20,25,20,35
31268,26,4.8,23.359033,85.325347,23.429033,85.395347,Windy,Medium,0,Drinks,motorcycle,2,No,Metropolitian,39,evening,5,17,40,17,45
31269,31,4.7,12.323194,76.630583,12.413194,76.720583,Sunny,Medium,2,Drinks,electric_scooter,1,No,Urban,27,evening,15,18,15,18,30
31270,30,4.6,26.891191,75.802083,27.001191,75.912083,Sunny,Low,1,Drinks,motorcycle,0,No,Metropolitian,17,night,10,23,45,23,55
31271,31,4.0,30.335259,78.053162,30.345259,78.063162,Cloudy,High,2,Drinks,motorcycle,1,No,Metropolitian,38,morning,15,11,25,11,40
31272,35,4.7,23.351489,85.324253,23.361489,85.334253,Sunny,High,2,Drinks,electric_scooter,1,No,Metropolitian,20,morning,5,11,45,11,50
31274,39,4.9,22.310526,73.170937,22.320526,73.180937,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,29,morning,15,9,40,9,55
31275,27,5.0,17.428294,78.404423,17.508294,78.484423,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,34,evening,15,18,10,18,25
31276,32,4.7,30.327968,78.046106,30.337968,78.056106,Sunny,Low,1,Drinks,scooter,1,No,Urban,16,morning,15,8,15,8,30
31280,21,4.8,22.533662,88.366217,22.613662,88.446217,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,21,night,5,21,50,21,55
31282,27,4.6,26.891191,75.802083,26.901191,75.812083,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,18,morning,5,9,30,9,35
31283,21,4.7,22.725748,75.898497,22.815748,75.988497,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,28,evening,5,20,45,20,50
31285,27,4.8,21.173343,72.792731,21.203343,72.822731,Windy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,28,evening,5,18,15,18,20
31286,37,4.8,22.725835,75.887648,22.775835,75.937648,Sandstorms,Medium,1,Snack,scooter,0,No,Metropolitian,25,evening,15,18,35,18,50
31287,34,4.8,18.593481,73.785901,18.643481,73.835901,Windy,Jam,1,Drinks,scooter,0,No,Metropolitian,31,night,15,21,30,21,45
31290,20,4.9,12.321214,76.621094,12.411214,76.711094,Windy,Medium,1,Buffet,motorcycle,0,No,Urban,22,evening,10,18,30,18,40
31291,24,4.9,22.310329,73.169083,22.350329,73.209083,Sunny,High,1,Snack,motorcycle,1,No,Urban,18,afternoon,15,14,20,14,35
31292,39,4.8,19.178321,72.834715,19.198321,72.854715,Sunny,High,0,Meal,motorcycle,1,No,Urban,22,morning,15,11,10,11,25
31294,23,4.9,13.058616,80.264151,13.138616,80.344151,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,15,17,35,17,50
31297,36,4.8,23.359407,85.325055,23.399407,85.365055,Stormy,High,1,Buffet,motorcycle,1,No,Metropolitian,26,afternoon,5,14,45,14,50
31298,25,4.4,19.880256,75.323503,19.960256,75.403503,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,39,evening,10,17,55,18,5
31299,28,4.8,22.728163,75.884212,22.808163,75.964212,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,12,night,15,21,40,21,55
31300,34,4.9,19.120083,72.907385,19.140083,72.927385,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,19,morning,10,9,40,9,50
31301,30,4.2,21.183434,72.814492,21.243434,72.874492,Stormy,Jam,2,Drinks,scooter,0,No,Metropolitian,32,night,15,21,55,22,10
31302,20,4.6,21.186608,72.794136,21.266608,72.874136,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,27,evening,5,17,45,17,50
31303,21,4.7,13.058616,80.264151,13.138616,80.344151,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,19,night,10,22,30,22,40
31305,39,4.8,10.994136,76.963303,11.124136,77.093303,Cloudy,Jam,2,Drinks,motorcycle,2,No,Metropolitian,37,evening,10,20,10,20,20
31308,26,4.7,21.170798,72.790489,21.210798,72.830489,Sunny,High,2,Meal,scooter,0,No,Metropolitian,12,afternoon,15,12,20,12,35
31310,34,4.6,17.440827,78.393391,17.570827,78.523391,Stormy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,30,night,10,20,55,21,5
31312,34,4.7,22.722634,75.886959,22.782634,75.946959,Fog,Low,1,Buffet,scooter,1,No,Metropolitian,19,night,15,22,15,22,30
31313,38,4.2,11.001753,76.986241,11.061753,77.046241,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,31,night,15,21,15,21,30
31314,21,4.5,11.026117,76.944652,11.056117,76.974652,Cloudy,Low,2,Buffet,scooter,0,No,Urban,17,night,5,22,10,22,15
31317,26,4.6,23.359407,85.325055,23.369407,85.335055,Sandstorms,High,0,Snack,motorcycle,1,No,Metropolitian,39,morning,5,11,30,11,35
31318,30,4.6,18.539299,73.897902,18.619299,73.977902,Windy,Medium,0,Snack,motorcycle,0,No,Metropolitian,33,evening,10,18,10,18,20
31319,31,4.8,26.905287,75.794592,27.045287,75.934592,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,47,evening,5,19,25,19,30
31320,26,4.7,21.170096,72.789122,21.200096,72.819122,Cloudy,Low,1,Drinks,motorcycle,0,No,Metropolitian,11,night,10,23,35,23,45
31321,32,4.3,23.359194,85.325447,23.469194,85.435447,Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,42,evening,10,19,55,20,5
31322,26,4.8,30.359722,78.067079,30.429722,78.137079,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,26,night,15,22,55,23,10
31323,22,4.7,12.933298,77.614293,12.943298,77.624293,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,17,morning,5,10,20,10,25
31326,26,4.7,11.006686,76.951736,11.056686,77.001736,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,evening,10,17,45,17,55
31331,39,4.9,18.927584,72.832585,18.967584,72.872585,Sunny,Medium,0,Buffet,motorcycle,1,No,Urban,28,afternoon,10,15,10,15,20
31333,35,4.4,13.026286,80.275235,13.046286,80.295235,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,24,morning,5,10,30,10,35
31334,22,5.0,17.422819,78.449578,17.492819,78.519578,Stormy,Jam,2,Meal,electric_scooter,0,No,Urban,23,evening,10,19,55,20,5
31336,22,4.7,23.351489,85.324253,23.411489,85.384253,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,29,evening,5,18,25,18,30
31338,35,4.1,23.371292,85.327872,23.381292,85.337872,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,29,morning,10,9,15,9,25
31340,24,4.6,17.429585,78.392621,17.469585,78.432621,Fog,High,2,Snack,scooter,1,No,Metropolitian,21,afternoon,5,13,10,13,15
31341,33,4.7,18.536718,73.830327,18.576718,73.870328,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,46,afternoon,5,12,40,12,45
31342,22,4.7,21.160437,72.774209,21.290437,72.904209,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,28,evening,15,18,15,18,30
31343,25,4.8,17.440827,78.393391,17.520827,78.473391,Windy,Jam,2,Buffet,motorcycle,1,No,Urban,24,evening,15,20,10,20,25
31344,20,4.6,26.766536,75.837333,26.806536,75.877333,Sandstorms,High,1,Buffet,motorcycle,1,No,Metropolitian,18,afternoon,15,14,55,15,10
31347,24,4.8,22.538999,88.322337,22.648999,88.432337,Sandstorms,Jam,0,Buffet,motorcycle,0,No,Metropolitian,28,evening,15,19,25,19,40
31351,20,4.8,22.732225,75.874765,22.802225,75.944765,Stormy,Medium,1,Buffet,scooter,0,No,Metropolitian,17,evening,10,18,30,18,40
31356,20,4.8,22.310329,73.169083,22.390329,73.249083,Windy,Jam,1,Meal,motorcycle,1,No,Urban,15,night,10,21,20,21,30
31359,23,4.7,22.725835,75.887648,22.835835,75.997648,Stormy,Low,2,Meal,electric_scooter,1,No,Urban,16,night,5,23,20,23,25
31360,38,4.8,12.326356,76.619103,12.336356,76.629103,Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,27,morning,15,8,40,8,55
31361,31,4.9,13.026279,80.174568,13.086279,80.234568,Sunny,Low,1,Snack,scooter,0,No,Urban,10,night,5,22,10,22,15
31362,31,3.7,22.761593,75.886362,22.841593,75.966362,Sandstorms,Jam,2,Snack,scooter,0,No,Metropolitian,39,evening,10,19,35,19,45
31365,26,4.7,21.173493,72.801953,21.223493,72.851953,Sunny,Low,1,Snack,motorcycle,0,No,Metropolitian,24,night,15,23,35,23,50
31368,20,4.2,22.761593,75.886362,22.831593,75.956362,Fog,Medium,2,Snack,motorcycle,1,No,Metropolitian,38,evening,15,18,55,19,10
31373,29,4.8,23.214459,77.434976,23.294459,77.514976,Stormy,Low,1,Snack,scooter,1,No,Metropolitian,15,night,15,22,10,22,25
31376,26,4.7,22.732225,75.874765,22.762225,75.904765,Cloudy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,24,evening,5,19,20,19,25
31377,20,4.9,19.207222,72.972281,19.257222,73.022281,Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,12,night,5,23,15,23,20
31378,22,4.9,12.933284,77.615428,12.973284,77.655428,Fog,High,0,Meal,motorcycle,1,No,Urban,24,afternoon,5,13,35,13,40
31379,32,4.9,11.008638,76.984311,11.028638,77.004311,Sunny,Low,1,Buffet,scooter,1,No,Metropolitian,17,morning,10,8,35,8,45
31382,33,4.8,26.911927,75.797282,26.921927,75.807282,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,morning,10,9,55,10,5
31384,23,4.8,27.161661,78.011544,27.221661,78.071544,Fog,Low,1,Buffet,motorcycle,0,No,Metropolitian,11,night,10,22,35,22,45
31385,25,4.9,12.323978,76.627961,12.333978,76.637961,Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,12,morning,10,10,20,10,30
31386,39,4.6,21.173343,72.792731,21.303343,72.922731,Sunny,Jam,1,Snack,motorcycle,1,No,Metropolitian,17,evening,10,20,10,20,20
31387,36,4.0,12.913041,77.683237,12.993041,77.763237,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,39,evening,5,19,20,19,25
