Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
35,4.4,21.157729,72.768726,21.267729,72.878726,Sandstorms,Medium,1,Buffet,scooter,0,No,Metropolitian,33,evening,10,17,30,17,40
21,4.7,13.066762,80.251865,13.136762,80.321865,Cloudy,Jam,1,Drinks,scooter,0,No,Metropolitian,30,evening,5,19,35,19,40
36,5.0,21.157735,72.768778,21.267735,72.878778,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,26,night,10,22,30,22,40
37,4.5,22.728163,75.884212,22.838163,75.994212,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,37,night,10,22,15,22,25
20,4.9,21.186438,72.794115,21.266438,72.874115,Fog,Low,1,Drinks,scooter,1,No,Metropolitian,22,night,15,22,10,22,25
20,4.7,19.176269,72.836721,19.216269,72.876721,Cloudy,High,2,Meal,scooter,0,No,Urban,24,afternoon,10,12,35,12,45
24,4.5,12.978453,77.643685,13.028453,77.693685,Windy,Medium,2,Buffet,scooter,0,No,Metropolitian,29,evening,10,17,55,18,5
34,4.1,19.103249,72.846749,19.193249,72.936749,Windy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,31,night,5,21,30,21,35
34,4.2,22.725748,75.898497,22.765747,75.938497,Fog,High,1,Meal,scooter,1,No,Metropolitian,37,afternoon,10,14,15,14,25
36,4.6,26.910262,75.783013,27.040262,75.913013,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,21,evening,10,19,30,19,40
38,5.0,18.554382,73.798206,18.634382,73.878206,Cloudy,Medium,2,Snack,scooter,2,No,Metropolitian,36,evening,10,17,25,17,35
21,4.8,26.910262,75.783013,26.940262,75.813013,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,17,evening,10,20,45,20,55
24,4.6,26.891191,75.802083,26.911191,75.822083,Cloudy,Low,0,Snack,motorcycle,1,No,Urban,19,morning,15,10,15,10,30
35,4.8,26.483672,80.320708,26.543672,80.380708,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Urban,28,evening,15,18,35,18,50
27,4.7,12.970324,77.645748,13.020324,77.695748,Sunny,Jam,2,Snack,electric_scooter,0,No,Metropolitian,10,evening,10,20,25,20,35
36,4.7,21.186884,72.793616,21.256884,72.863616,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,30,evening,10,17,35,17,45
38,4.6,22.760072,75.892574,22.840072,75.972574,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,25,night,10,22,20,22,30
33,4.8,30.902872,75.826808,31.012872,75.936808,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,15,evening,5,19,35,19,40
37,4.0,25.449872,81.836167,25.539872,81.926167,Fog,Medium,1,Snack,motorcycle,0,No,Metropolitian,34,evening,15,17,55,18,10
38,4.4,23.359407,85.325055,23.379407,85.345055,Windy,High,2,Drinks,scooter,0,No,Metropolitian,32,morning,5,11,40,11,45
26,4.8,18.546258,73.904337,18.626258,73.984337,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,16,night,5,22,20,22,25
28,4.8,26.910262,75.783013,27.020262,75.893013,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,28,evening,5,20,10,20,15
36,4.6,13.066762,80.251865,13.176762,80.361865,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,28,night,10,23,35,23,45
27,4.8,12.979166,77.640709,13.029166,77.690709,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,22,night,5,21,35,21,40
23,5.0,22.727021,75.884167,22.807021,75.964167,Fog,Low,1,Snack,motorcycle,0,No,Metropolitian,26,night,5,23,40,23,45
22,4.9,18.554382,73.798206,18.684382,73.928206,Windy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,19,evening,15,17,20,17,35
37,4.9,19.254567,72.848923,19.264567,72.858923,Sandstorms,High,2,Snack,scooter,0,No,Metropolitian,26,afternoon,15,11,55,12,10
22,4.6,12.325461,76.632278,12.355461,76.662278,Cloudy,Low,0,Buffet,motorcycle,0,No,Metropolitian,17,night,15,22,10,22,25
20,5.0,13.058616,80.264151,13.168616,80.374151,Cloudy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,28,evening,15,17,10,17,25
26,4.8,26.913987,75.752891,27.003987,75.842891,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,21,evening,15,20,35,20,50
22,4.6,22.753839,75.897429,22.813838,75.957429,Stormy,Medium,0,Buffet,motorcycle,0,No,Urban,15,evening,10,18,25,18,35
23,4.9,21.186438,72.794115,21.216438,72.824115,Fog,Jam,1,Buffet,scooter,1,No,Metropolitian,24,evening,10,20,15,20,25
28,4.6,22.745536,75.893106,22.855536,76.003106,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,22,night,5,22,30,22,35
20,4.7,18.563934,73.915367,18.653934,74.005367,Sandstorms,Jam,1,Snack,scooter,0,No,Urban,17,evening,5,20,15,20,20
34,4.6,12.970324,77.645748,13.080324,77.755748,Cloudy,Jam,0,Buffet,motorcycle,0,Yes,Metropolitian,47,evening,5,19,25,19,30
32,5.0,21.149669,72.772629,21.169669,72.792629,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,19,morning,10,8,10,8,20
21,4.9,12.972532,77.608179,13.052532,77.688179,Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,18,night,5,22,15,22,20
21,4.5,17.438263,78.397865,17.568263,78.527865,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,night,15,23,30,23,45
30,5.0,12.972793,80.249982,13.012793,80.289982,Sunny,Medium,1,Drinks,scooter,0,No,Metropolitian,16,afternoon,15,16,20,16,35
36,4.0,21.186884,72.793616,21.226884,72.833616,Fog,High,1,Drinks,motorcycle,2,No,Metropolitian,35,afternoon,10,14,35,14,45
26,4.6,11.022169,76.999594,11.082169,77.059594,Windy,Jam,2,Meal,scooter,1,No,Urban,14,evening,15,19,25,19,40
28,4.6,22.310329,73.169083,22.330329,73.189083,Fog,Low,1,Buffet,scooter,0,No,Metropolitian,16,morning,10,8,40,8,50
24,4.5,12.933298,77.614293,12.983298,77.664293,Sandstorms,Medium,2,Meal,scooter,0,No,Urban,28,evening,15,17,50,18,5
30,4.8,18.536562,73.896485,18.596562,73.956485,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,15,night,5,22,25,22,30
34,3.7,27.160934,78.044095,27.250934,78.134095,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,41,night,10,21,20,21,30
32,4.2,19.091458,72.827808,19.221458,72.957808,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,35,evening,10,18,45,18,55
35,4.6,22.745049,75.892471,22.855049,76.002471,Sunny,Medium,1,Snack,scooter,1,No,Urban,29,evening,5,17,35,17,40
37,4.0,22.732225,75.874765,22.762225,75.904765,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,32,night,10,23,40,23,50
32,4.3,23.371292,85.327872,23.411292,85.367872,Sandstorms,High,0,Buffet,motorcycle,1,No,Metropolitian,42,afternoon,15,13,55,14,10
22,4.7,21.160522,72.771477,21.190522,72.801477,Stormy,Medium,1,Meal,motorcycle,1,No,Urban,26,evening,15,18,20,18,35
27,4.5,12.972793,80.249982,13.002793,80.279982,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,12,evening,5,20,30,20,35
29,4.7,23.371292,85.327872,23.401292,85.357872,Fog,Medium,2,Buffet,motorcycle,0,No,Urban,12,evening,5,18,20,18,25
37,4.9,22.651847,75.881991,22.721847,75.951991,Windy,Jam,1,Drinks,motorcycle,1,No,Urban,25,night,5,21,35,21,40
20,4.7,22.745536,75.893106,22.795536,75.943106,Sandstorms,Jam,2,Meal,electric_scooter,1,No,Urban,18,night,10,20,55,21,5
25,4.5,17.455894,78.375467,17.475894,78.395467,Cloudy,High,0,Meal,motorcycle,0,No,Metropolitian,25,morning,10,11,45,11,55
22,4.5,17.424114,78.347554,17.484114,78.407554,Sandstorms,Low,0,Drinks,motorcycle,0,No,Urban,23,night,5,23,20,23,25
38,4.7,12.337928,76.617889,12.397928,76.677889,Fog,Low,1,Snack,motorcycle,1,No,Urban,17,night,15,23,25,23,40
29,4.6,23.211529,77.419399,23.341529,77.549399,Fog,Jam,0,Drinks,motorcycle,2,No,Metropolitian,45,night,15,21,15,21,30
37,4.5,30.905562,75.832841,30.975562,75.902841,Cloudy,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,53,night,15,21,20,21,35
26,4.7,12.949934,77.699386,13.079934,77.829386,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,27,night,5,21,15,21,20
34,4.7,12.972161,77.596014,13.002161,77.626014,Sunny,Low,0,Snack,motorcycle,0,No,Metropolitian,22,night,10,22,55,23,5
29,4.6,25.449659,81.839744,25.479659,81.869744,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,29,evening,15,20,30,20,45
24,4.9,19.055831,72.833984,19.135831,72.913984,Cloudy,Medium,0,Meal,motorcycle,2,No,Metropolitian,41,evening,15,17,40,17,55
30,3.6,11.003669,76.976494,11.083669,77.056494,Sandstorms,Jam,1,Meal,motorcycle,2,No,Metropolitian,32,night,10,21,55,22,5
32,4.6,11.006686,76.951736,11.116686,77.061736,Windy,Low,1,Meal,scooter,1,No,Metropolitian,29,night,15,22,10,22,25
21,4.8,18.546947,73.900626,18.576947,73.930626,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,night,5,21,50,21,55
31,4.5,10.006881,76.345397,10.086881,76.425397,Sandstorms,Jam,1,Drinks,motorcycle,0,No,Metropolitian,41,evening,5,19,40,19,45
38,4.5,18.536718,73.830327,18.576718,73.870328,Windy,Medium,1,Buffet,motorcycle,1,No,Urban,25,afternoon,15,15,35,15,50
34,5.0,12.913041,77.683237,13.043041,77.813237,Sunny,Low,0,Drinks,motorcycle,0,No,Urban,21,night,5,22,25,22,30
26,4.6,13.064181,80.236442,13.144181,80.316442,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,evening,15,19,50,20,5
34,4.7,25.453436,81.833167,25.513436,81.893167,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian,25,evening,5,18,10,18,15
23,4.6,26.914142,75.805704,26.964142,75.855704,Sandstorms,Jam,2,Meal,electric_scooter,1,No,Urban,21,evening,5,19,15,19,20
38,4.0,10.027014,76.308053,10.057014,76.338053,Fog,Jam,2,Snack,scooter,1,No,Metropolitian,32,evening,15,20,30,20,45
28,4.5,26.910262,75.783013,26.970262,75.843013,Windy,Medium,2,Buffet,scooter,1,No,Urban,29,evening,15,17,35,17,50
33,4.0,17.410371,78.437225,17.490371,78.517225,Fog,Jam,2,Buffet,scooter,0,No,Urban,49,evening,10,20,15,20,25
26,4.7,23.355164,85.324097,23.415164,85.384097,Cloudy,Jam,2,Snack,motorcycle,0,No,Metropolitian,33,night,5,21,45,21,50
28,4.8,19.091458,72.827808,19.101458,72.837808,Fog,High,1,Buffet,scooter,1,No,Metropolitian,28,morning,5,11,10,11,15
20,4.6,11.006686,76.951736,11.036686,76.981736,Fog,Low,2,Buffet,motorcycle,1,No,Metropolitian,10,night,10,22,35,22,45
28,4.9,25.450329,81.834279,25.540329,81.924279,Sandstorms,Low,2,Drinks,electric_scooter,0,No,Metropolitian,10,night,5,22,15,22,20
38,4.9,11.021278,76.995017,11.041278,77.015017,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,20,morning,5,10,50,10,55
23,4.5,11.003669,76.976494,11.023669,76.996494,Fog,High,0,Drinks,motorcycle,0,No,Metropolitian,22,morning,10,11,35,11,45
38,5.0,17.422819,78.449578,17.442819,78.469578,Fog,High,1,Drinks,motorcycle,1,No,Urban,29,morning,5,11,15,11,20
22,4.5,12.978453,77.643685,13.058453,77.723685,Fog,Medium,0,Buffet,motorcycle,2,No,Metropolitian,36,evening,5,17,25,17,30
32,4.7,23.353783,85.326967,23.423783,85.396967,Cloudy,Medium,0,Meal,motorcycle,2,No,Metropolitian,36,evening,15,17,10,17,25
32,5.0,21.157729,72.768726,21.187729,72.798726,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,26,night,15,21,35,21,50
29,4.7,19.091458,72.827808,19.101458,72.837808,Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,22,morning,10,10,30,10,40
24,4.5,22.732225,75.874765,22.842225,75.984765,Sandstorms,Jam,2,Buffet,scooter,1,No,Metropolitian,23,night,15,21,15,21,30
22,4.7,30.892978,75.821847,30.932978,75.861847,Cloudy,High,2,Drinks,scooter,1,No,Urban,25,afternoon,15,13,40,13,55
22,5.0,19.178321,72.834715,19.248321,72.904715,Cloudy,Jam,2,Drinks,scooter,1,No,Metropolitian,33,night,15,21,10,21,25
25,4.8,12.934179,77.615797,12.964179,77.645797,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,37,evening,15,19,20,19,35
35,4.9,13.081878,80.248519,13.101878,80.268519,Cloudy,High,2,Snack,scooter,1,No,Metropolitian,25,morning,5,11,45,11,50
26,4.6,23.351489,85.324253,23.411489,85.384253,Sandstorms,Medium,0,Buffet,motorcycle,0,No,Urban,27,evening,5,18,30,18,35
31,4.8,22.732225,75.874765,22.772225,75.914765,Stormy,High,1,Snack,motorcycle,0,No,Metropolitian,26,afternoon,5,13,40,13,45
26,4.9,25.451646,81.832796,25.501646,81.882796,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,13,night,10,21,10,21,20
33,4.7,17.440827,78.393391,17.480827,78.433391,Sunny,High,0,Buffet,motorcycle,0,No,Urban,22,afternoon,5,13,45,13,50
35,4.7,19.120083,72.907385,19.210083,72.997385,Windy,Medium,1,Snack,scooter,1,No,Metropolitian,23,evening,15,17,10,17,25
39,3.9,27.201725,78.007553,27.281725,78.087553,Windy,Jam,1,Snack,motorcycle,0,No,Metropolitian,41,evening,5,19,15,19,20
24,4.9,26.956431,75.776649,27.046431,75.866649,Sandstorms,Low,1,Meal,motorcycle,1,No,Urban,19,night,15,23,20,23,35
25,4.9,12.311072,76.654878,12.321072,76.664878,Sandstorms,Low,2,Meal,scooter,1,No,Urban,17,morning,15,8,30,8,45
20,4.9,22.577821,88.400581,22.687821,88.510581,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,15,night,10,23,25,23,35
24,4.5,12.970324,77.645748,13.020324,77.695748,Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,16,night,15,23,40,23,55
32,4.8,26.473698,80.352677,26.603698,80.482677,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,26,night,15,23,15,23,30
26,4.6,11.003681,76.975525,11.043681,77.015525,Sandstorms,High,2,Buffet,motorcycle,0,No,Urban,16,afternoon,10,12,35,12,45
20,4.3,11.021278,76.995017,11.031278,77.005017,Windy,Low,0,Meal,motorcycle,0,No,Metropolitian,16,morning,5,9,35,9,40
32,4.8,12.297954,76.665169,12.307954,76.675169,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,26,morning,15,9,10,9,25
29,4.8,22.751857,75.866699,22.791857,75.906699,Fog,Medium,2,Drinks,motorcycle,1,No,Urban,18,afternoon,15,15,40,15,55
37,4.8,22.310237,73.158921,22.370237,73.218921,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,31,evening,15,17,30,17,45
32,4.7,26.913483,75.803139,27.043483,75.933139,Fog,Jam,1,Meal,motorcycle,1,No,Urban,36,night,5,21,40,21,45
37,4.6,21.170096,72.789122,21.230096,72.849122,Windy,Jam,1,Buffet,scooter,0,No,Metropolitian,30,evening,15,19,35,19,50
30,4.6,17.440827,78.393391,17.520827,78.473391,Cloudy,Jam,2,Buffet,scooter,1,No,Urban,38,night,5,21,50,21,55
34,4.7,22.745049,75.892471,22.815049,75.962471,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,42,night,15,22,30,22,45
28,4.6,13.086438,80.220672,13.166438,80.300672,Sandstorms,Low,1,Buffet,motorcycle,0,No,Urban,15,night,10,22,35,22,45
25,4.5,19.207222,72.972281,19.297222,73.062281,Fog,Jam,1,Meal,scooter,1,No,Urban,30,evening,5,19,35,19,40
30,4.9,22.727021,75.884167,22.797021,75.954167,Sunny,Medium,0,Drinks,motorcycle,1,No,Urban,34,evening,10,17,10,17,20
27,4.9,13.086438,80.220672,13.156439,80.290672,Windy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,29,evening,15,20,35,20,50
27,5.0,11.008638,76.984311,11.138638,77.114311,Windy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,18,evening,5,18,10,18,15
39,4.4,22.308096,73.167753,22.338096,73.197753,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,31,evening,10,17,15,17,25
33,4.2,21.186608,72.794136,21.216608,72.824136,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,31,night,15,23,20,23,35
32,4.7,13.027018,80.254791,13.067018,80.294791,Stormy,High,2,Buffet,scooter,1,No,Metropolitian,31,afternoon,5,13,10,13,15
22,4.8,27.195928,77.998092,27.235928,78.038092,Windy,Medium,2,Snack,motorcycle,0,No,Metropolitian,27,afternoon,10,15,30,15,40
33,4.1,13.022394,80.242439,13.112394,80.332439,Sandstorms,Jam,0,Buffet,motorcycle,0,Yes,Metropolitian,43,night,10,21,45,21,55
20,4.6,17.455894,78.375467,17.535894,78.455467,Sunny,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,20,night,5,21,50,21,55
23,4.5,22.745049,75.892471,22.805049,75.952471,Stormy,Medium,0,Snack,motorcycle,0,No,Metropolitian,23,evening,15,18,25,18,40
36,4.1,11.025083,77.015393,11.085083,77.075393,Cloudy,Jam,1,Snack,scooter,1,No,Metropolitian,35,evening,15,20,35,20,50
38,4.1,22.310329,73.169083,22.330329,73.189083,Fog,High,1,Meal,scooter,0,No,Metropolitian,35,morning,5,11,25,11,30
31,4.4,23.264015,77.408236,23.374015,77.518236,Fog,Medium,1,Drinks,scooter,0,No,Metropolitian,40,evening,10,18,45,18,55
21,4.7,17.424114,78.347554,17.434114,78.357554,Windy,High,0,Meal,motorcycle,1,No,Urban,16,morning,10,11,25,11,35
27,4.6,22.310526,73.170937,22.440526,73.300937,Stormy,Low,2,Meal,scooter,0,No,Urban,17,night,5,22,50,22,55
31,4.9,19.254567,72.848923,19.274567,72.868923,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,21,morning,15,8,50,9,5
29,3.4,11.016298,76.972076,11.096298,77.052076,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,43,night,5,23,20,23,25
30,4.3,12.323978,76.627961,12.333978,76.637961,Stormy,Low,0,Snack,motorcycle,1,No,Urban,22,morning,5,8,25,8,30
34,5.0,19.121999,72.908493,19.161999,72.948493,Sunny,Medium,1,Snack,scooter,0,No,Urban,19,afternoon,15,15,40,15,55
26,2.8,17.455894,78.375467,17.565894,78.485467,Sunny,Low,2,Meal,electric_scooter,0,No,Metropolitian,39,night,15,23,30,23,45
37,4.2,13.086438,80.220672,13.146439,80.280672,Windy,Jam,2,Drinks,electric_scooter,1,No,Urban,32,evening,10,20,10,20,20
30,4.9,22.732225,75.874765,22.762225,75.904765,Fog,Medium,2,Meal,motorcycle,1,No,Urban,15,evening,15,18,40,18,55
24,4.3,12.316967,76.603067,12.376967,76.663067,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,31,evening,5,20,50,20,55
20,4.8,21.157735,72.768778,21.227735,72.838778,Sunny,Jam,1,Drinks,motorcycle,0,No,Metropolitian,12,evening,5,20,20,20,25
29,4.5,13.005801,80.250744,13.115801,80.360744,Sunny,Medium,2,Meal,electric_scooter,1,No,Metropolitian,15,evening,15,18,35,18,50
38,5.0,26.766536,75.837333,26.896536,75.967333,Sandstorms,Jam,0,Drinks,motorcycle,0,No,Urban,42,night,5,21,10,21,15
37,4.6,22.725748,75.898497,22.815748,75.988497,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,26,night,5,22,30,22,35
25,5.0,11.024839,77.007003,11.034839,77.017003,Sandstorms,High,0,Meal,motorcycle,0,No,Metropolitian,27,morning,5,11,35,11,40
31,4.9,12.934179,77.615797,13.024179,77.705797,Cloudy,Medium,0,Drinks,motorcycle,2,No,Urban,42,evening,10,17,25,17,35
32,4.6,11.022477,76.995667,11.072477,77.045667,Sunny,Medium,1,Meal,motorcycle,0,No,Metropolitian,21,evening,10,17,35,17,45
24,4.8,11.003669,76.976494,11.113669,77.086494,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,16,night,10,21,15,21,25
28,4.9,12.934179,77.615797,13.004179,77.685797,Fog,Jam,0,Buffet,motorcycle,0,No,Metropolitian,44,night,10,21,55,22,5
26,4.7,21.160437,72.774209,21.220437,72.834209,Stormy,Medium,0,Meal,motorcycle,0,No,Urban,11,evening,5,18,40,18,45
36,4.7,30.893244,75.821817,31.033244,75.961817,Sandstorms,Jam,1,Snack,scooter,1,No,Urban,29,evening,15,20,20,20,35
27,4.7,13.027018,80.254791,13.067018,80.294791,Sunny,Medium,1,Drinks,scooter,0,No,Metropolitian,18,afternoon,10,15,40,15,50
30,4.5,13.086438,80.220672,13.216439,80.350672,Sunny,Jam,2,Drinks,electric_scooter,1,No,Urban,27,night,15,21,10,21,25
30,4.2,12.323994,76.626167,12.373994,76.676167,Cloudy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,35,night,15,21,40,21,55
29,4.7,23.371292,85.327872,23.451292,85.407872,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,24,evening,10,20,10,20,20
35,4.2,12.986047,80.218114,13.046047,80.278114,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,37,evening,5,19,50,19,55
24,4.8,23.374878,85.335739,23.404878,85.365739,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,15,17,15,17,30
36,4.8,17.483216,78.552111,17.573216,78.642111,Windy,Medium,1,Snack,scooter,0,No,Metropolitian,29,evening,5,17,15,17,20
30,4.7,19.121999,72.908493,19.141999,72.928493,Cloudy,High,0,Meal,motorcycle,1,No,Metropolitian,31,morning,5,11,20,11,25
33,4.6,12.972161,77.596014,13.052161,77.676014,Sunny,Medium,1,Snack,scooter,1,No,Metropolitian,22,evening,15,18,15,18,30
25,4.7,15.303897,73.914336,15.313897,73.924336,Sandstorms,High,0,Buffet,motorcycle,1,No,Metropolitian,28,morning,10,11,10,11,20
25,4.2,22.753839,75.897429,22.803839,75.947429,Windy,Jam,0,Meal,motorcycle,0,No,Metropolitian,31,evening,5,20,35,20,40
38,4.5,27.195928,77.998092,27.305928,78.108092,Windy,Medium,1,Meal,scooter,2,No,Metropolitian,37,evening,10,18,45,18,55
27,4.7,18.636215,73.751081,18.676215,73.791081,Windy,High,2,Meal,scooter,1,No,Metropolitian,21,afternoon,15,12,20,12,35
39,4.7,19.874449,75.360232,19.904449,75.390232,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Urban,29,evening,10,18,15,18,25
25,4.6,22.753839,75.897429,22.863838,76.007429,Stormy,Low,2,Snack,scooter,0,No,Urban,15,night,15,23,20,23,35
35,4.8,12.986047,80.218114,13.036047,80.268114,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,5,17,10,17,15
35,4.1,18.546258,73.904337,18.636258,73.994337,Windy,Jam,0,Meal,motorcycle,0,No,Metropolitian,46,night,10,21,20,21,30
23,4.1,27.161694,78.034714,27.211694,78.084714,Fog,Jam,2,Drinks,scooter,2,No,Metropolitian,34,evening,10,20,20,20,30
25,4.9,13.066762,80.251865,13.136762,80.321865,Cloudy,Jam,1,Drinks,motorcycle,1,No,Urban,43,night,15,21,55,22,10
29,4.9,18.592718,73.773572,18.672718,73.853572,Sunny,Jam,2,Drinks,scooter,1,No,Urban,22,evening,15,20,40,20,55
23,4.7,22.308096,73.167753,22.358096,73.217753,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,18,night,10,23,10,23,20
34,4.0,26.913483,75.803139,26.953483,75.843139,Sandstorms,High,1,Snack,motorcycle,0,No,Metropolitian,34,afternoon,15,12,20,12,35
38,4.5,11.021278,76.995017,11.081278,77.055017,Windy,Low,0,Drinks,motorcycle,1,No,Urban,22,night,5,23,15,23,20
26,4.4,12.939496,77.625999,13.009496,77.695999,Cloudy,Jam,1,Snack,motorcycle,3,No,Metropolitian,42,evening,10,19,35,19,45
29,4.7,19.178321,72.834715,19.198321,72.854715,Windy,High,1,Snack,scooter,1,No,Metropolitian,25,morning,5,11,20,11,25
32,4.1,18.593481,73.785901,18.663481,73.855901,Fog,Jam,2,Snack,motorcycle,1,No,Semi-Urban,48,evening,5,19,40,19,45
26,4.6,12.986047,80.218114,13.096047,80.328114,Sandstorms,Medium,1,Buffet,scooter,0,No,Urban,21,evening,10,17,55,18,5
25,4.7,17.433809,78.386744,17.473809,78.426744,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,25,afternoon,5,16,40,16,45
23,4.9,27.160934,78.044095,27.210934,78.094095,Fog,Medium,2,Snack,motorcycle,1,No,Urban,12,evening,15,18,15,18,30
31,4.6,27.201725,78.007553,27.231725,78.037553,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,16,evening,10,18,55,19,5
29,4.7,11.001852,76.976268,11.111852,77.086268,Windy,Jam,1,Snack,motorcycle,1,No,Urban,24,evening,5,20,35,20,40
28,4.0,13.027018,80.254791,13.077018,80.304791,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,night,15,21,25,21,40
35,4.8,17.450851,78.379347,17.580851,78.509347,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,37,evening,10,19,25,19,35
32,4.8,21.149569,72.772697,21.279569,72.902697,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,42,evening,10,17,15,17,25
26,4.7,12.970221,77.645396,13.030221,77.705396,Stormy,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,13,evening,10,19,30,19,40
28,4.9,12.970221,77.645396,13.020221,77.695396,Stormy,Medium,2,Snack,scooter,1,No,Metropolitian,24,evening,5,17,20,17,25
25,4.6,17.440827,78.393391,17.510827,78.463391,Windy,Medium,2,Drinks,scooter,1,No,Metropolitian,28,evening,10,17,20,17,30
34,4.5,19.207222,72.972281,19.267222,73.032281,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,19,evening,15,17,50,18,5
27,4.9,19.880256,75.323503,19.900256,75.343503,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,16,morning,10,9,20,9,30
29,4.5,12.978453,77.643685,13.008453,77.673685,Fog,Medium,2,Buffet,scooter,0,No,Metropolitian,11,evening,5,17,25,17,30
27,4.6,13.058616,80.264151,13.188616,80.394151,Stormy,Medium,1,Drinks,scooter,0,No,Urban,17,evening,10,17,45,17,55
37,4.6,26.921411,75.793604,26.931411,75.803604,Windy,Low,2,Meal,motorcycle,1,No,Metropolitian,26,morning,15,10,25,10,40
28,4.7,22.728163,75.884212,22.798163,75.954212,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,27,evening,5,18,35,18,40
21,4.6,11.001852,76.976268,11.021852,76.996268,Sandstorms,High,2,Drinks,scooter,1,No,Metropolitian,23,morning,5,11,40,11,45
36,4.7,18.516216,73.842527,18.546216,73.872527,Sunny,Jam,2,Buffet,motorcycle,1,No,Metropolitian,17,night,15,21,35,21,50
