,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist,Time_of_day
18634,21.0,3.9,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,52,21,20,22,10,,Evening
18635,21.0,4.7,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,18,20,22,10,,Afternoon
18636,21.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,25,18,50,22,10,,Afternoon
18637,33.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,28,17,30,22,10,,Afternoon
18638,29.0,4.6,Fog,High,0,Meal,motorcycle,1.0,No,Urban,25,11,35,22,10,,Morning
18639,37.0,5.0,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20,45,22,10,,Evening
18640,35.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,19,20,22,10,,Evening
18641,20.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,19,10,22,10,,Evening
18642,22.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,11,55,22,10,,Morning
18643,21.0,4.2,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,37,21,25,22,10,,Evening
18644,36.0,4.7,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,27,17,55,22,10,,Afternoon
18645,28.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,23,40,22,10,,Evening
18646,34.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,15,40,22,10,,Afternoon
18647,26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,21,45,22,10,,Evening
18648,36.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,8,30,22,10,,Morning
18649,36.0,4.0,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,33,10,10,22,10,,Morning
18650,22.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,24,22,30,22,10,,Evening
18651,39.0,4.1,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,17,30,22,10,,Afternoon
18652,24.0,4.6,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,11,55,22,10,,Morning
18653,25.0,4.8,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,22,20,22,10,,Evening
18654,28.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,17,9,30,22,10,,Morning
18655,32.0,4.8,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,21,50,22,10,,Evening
18656,30.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,20,20,22,10,,Evening
18657,37.0,3.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,37,22,50,22,10,,Evening
18658,33.0,4.3,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,21,45,22,10,,Evening
18659,38.0,4.7,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,30,22,20,22,10,,Evening
18660,28.0,4.8,Cloudy,High,1,Buffet,motorcycle,1.0,No,Urban,29,11,10,22,10,,Morning
18661,37.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,26,19,50,22,10,,Evening
18662,36.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,19,23,40,22,10,,Evening
18663,38.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,18,10,22,10,,Afternoon
18664,22.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,23,30,22,10,,Evening
18665,24.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,19,35,22,10,,Evening
18666,23.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,21,40,22,10,,Evening
18667,34.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,11,10,22,10,,Morning
18668,37.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,17,10,22,10,,Afternoon
18669,29.0,4.7,Fog,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,48,20,50,22,10,,Evening
18670,28.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,22,15,22,10,,Evening
18671,24.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,17,15,22,10,,Afternoon
18672,23.0,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,Urban,12,8,30,22,10,,Morning
18673,22.0,4.4,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,20,35,22,10,,Evening
18674,39.0,4.1,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,14,50,22,10,,Afternoon
18675,21.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,29,22,10,22,10,,Evening
18676,23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,21,25,22,10,,Evening
18677,36.0,4.3,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,35,20,30,22,10,,Evening
18678,29.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,22,15,35,22,10,,Afternoon
18679,28.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Urban,43,19,55,22,10,,Evening
18680,26.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,23,35,22,10,,Evening
18681,22.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,15,22,45,22,10,,Evening
18682,36.0,4.3,Cloudy,Jam,2,Meal,motorcycle,0.0,Yes,Metropolitian,45,19,55,22,10,,Evening
18683,33.0,3.8,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,43,19,10,22,10,,Evening
18684,38.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,8,35,22,10,,Morning
18685,38.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,30,9,45,22,10,,Morning
18686,35.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,18,45,22,10,,Afternoon
18687,27.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,21,10,22,10,,Evening
18688,39.0,5.0,Fog,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,51,21,40,22,10,,Evening
18689,34.0,4.6,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,18,35,22,10,,Afternoon
18690,34.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33,9,30,22,10,,Morning
18691,38.0,4.8,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,11,40,22,10,,Morning
18692,38.0,4.8,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,24,9,15,22,10,,Morning
18693,20.0,4.9,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,9,35,22,10,,Morning
18694,27.0,4.2,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Urban,42,20,25,22,10,,Evening
18695,38.0,4.6,Sunny,Low,2,Snack,scooter,1.0,No,Urban,25,22,50,22,10,,Evening
18696,29.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,23,16,55,22,10,,Afternoon
18697,22.0,4.5,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,24,18,55,22,10,,Afternoon
18698,22.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,19,40,22,10,,Evening
18699,27.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,22,10,22,10,,Evening
18700,32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,22,40,22,10,,Evening
18701,27.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,9,40,22,10,,Morning
18702,22.0,4.7,Stormy,High,2,Meal,scooter,0.0,No,Urban,12,14,50,22,10,,Afternoon
18703,31.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,19,35,22,10,,Evening
18704,26.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,20,23,10,22,10,,Evening
18705,38.0,4.9,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,18,17,10,22,10,,Afternoon
18706,31.0,4.0,Cloudy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,40,18,20,22,10,,Afternoon
18707,20.0,4.9,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,18,30,22,10,,Afternoon
18708,25.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,23,45,22,10,,Evening
18709,35.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,30,21,50,22,10,,Evening
18710,33.0,4.8,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,26,21,55,22,10,,Evening
18711,27.0,5.0,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,13,23,40,22,10,,Evening
18712,23.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,25,22,45,22,10,,Evening
18713,32.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,18,15,22,10,,Afternoon
18714,27.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,19,35,22,10,,Evening
18715,20.0,4.8,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,21,10,22,10,,Evening
18716,34.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,51,20,35,22,10,,Evening
18717,25.0,4.3,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,21,15,22,10,,Evening
18718,23.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,21,23,30,22,10,,Evening
18719,39.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,26,8,15,22,10,,Morning
18720,30.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,19,18,15,22,10,,Afternoon
18721,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,18,30,22,10,,Afternoon
18722,20.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,14,11,50,22,10,,Morning
18723,35.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Urban,16,9,15,22,10,,Morning
18724,32.0,4.2,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20,50,22,10,,Evening
18725,31.0,4.2,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,44,20,15,22,10,,Evening
18726,32.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,30,18,15,22,10,,Afternoon
18727,20.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,18,50,22,10,,Afternoon
18728,28.0,3.2,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,33,22,15,22,10,,Evening
18729,31.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,10,50,22,10,,Morning
18730,27.0,4.4,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,44,19,20,22,10,,Evening
18731,24.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,10,55,22,10,,Morning
18732,25.0,4.8,Sunny,Low,2,Snack,scooter,0.0,No,Urban,16,22,20,22,10,,Evening
18733,27.0,4.5,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,47,21,35,22,10,,Evening
18734,20.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,43,20,30,22,10,,Evening
18735,30.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,10,25,22,10,,Morning
18736,36.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,27,19,30,22,10,,Evening
18737,24.0,4.5,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,18,30,22,10,,Afternoon
18738,33.0,4.7,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,26,12,30,22,10,,Morning
18739,26.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,8,45,22,10,,Morning
18740,24.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,23,20,25,22,10,,Evening
18741,39.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,18,22,35,22,10,,Evening
18742,25.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,23,30,22,10,,Evening
18743,24.0,4.5,Sunny,High,0,Buffet,motorcycle,2.0,Yes,Metropolitian,52,11,30,22,10,,Morning
18744,33.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,21,10,22,10,,Evening
18745,25.0,4.8,Fog,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,18,30,22,10,,Afternoon
18746,25.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,15,21,20,22,10,,Evening
18747,32.0,4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,15,35,22,10,,Afternoon
18748,37.0,4.7,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,17,35,22,10,,Afternoon
18749,33.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,21,25,22,10,,Evening
18750,39.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,25,10,20,22,10,,Morning
18751,27.0,4.9,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,15,11,15,22,10,,Morning
18752,20.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,42,17,50,22,10,,Afternoon
18753,30.0,4.2,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,20,35,22,10,,Evening
18754,24.0,5.0,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,17,20,22,10,,Afternoon
18755,21.0,4.6,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,21,10,22,10,,Evening
18756,36.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,19,55,22,10,,Evening
18757,39.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,22,30,22,10,,Evening
18758,25.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,19,45,22,10,,Evening
18759,28.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,19,25,22,10,,Evening
18760,37.0,4.4,Cloudy,Medium,2,Snack,electric_scooter,2.0,No,Metropolitian,36,17,25,22,10,,Afternoon
18761,36.0,4.9,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,13,35,22,10,,Afternoon
18762,21.0,4.7,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,10,45,22,10,,Morning
18763,35.0,4.0,Windy,High,1,Snack,motorcycle,2.0,No,Metropolitian,34,11,30,22,10,,Morning
18764,33.0,4.8,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,27,17,30,22,10,,Afternoon
18765,30.0,4.2,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,12,10,22,10,,Morning
18766,27.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,21,40,22,10,,Evening
18767,35.0,4.2,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,21,35,22,10,,Evening
18768,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,21,15,22,10,,Evening
18769,28.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,17,40,22,10,,Afternoon
18770,21.0,4.7,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,16,40,22,10,,Afternoon
18771,27.0,4.3,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,33,20,40,22,10,,Evening
18772,28.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,Urban,12,19,15,22,10,,Evening
18773,31.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,19,25,22,10,,Evening
18774,37.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,27,18,50,22,10,,Afternoon
18775,28.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,20,18,45,22,10,,Afternoon
18776,26.0,4.8,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,18,8,20,22,10,,Morning
18777,30.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,34,10,10,22,10,,Morning
18778,28.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,14,22,25,22,10,,Evening
18779,38.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,9,25,22,10,,Morning
18780,20.0,4.7,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,24,18,45,22,10,,Afternoon
18781,36.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,22,20,22,10,,Evening
18782,39.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,9,40,22,10,,Morning
18783,27.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,22,45,22,10,,Evening
18784,29.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,17,20,22,10,,Afternoon
18785,21.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20,45,22,10,,Evening
18786,29.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,10,25,22,10,,Morning
18787,27.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,10,45,22,10,,Morning
18788,36.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,33,14,25,22,10,,Afternoon
18789,22.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,22,25,22,10,,Evening
18790,37.0,4.9,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,24,22,15,22,10,,Evening
18791,27.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,12,23,45,22,10,,Evening
18792,36.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,22,50,22,10,,Evening
18793,31.0,5.0,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,17,50,22,10,,Afternoon
18794,34.0,4.2,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,35,19,10,22,10,,Evening
18795,30.0,4.6,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,22,21,55,22,10,,Evening
18796,36.0,4.6,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,27,23,35,22,10,,Evening
18797,29.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,18,50,22,10,,Afternoon
18798,28.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,17,15,22,10,,Afternoon
18799,34.0,4.8,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,22,20,22,10,,Evening
18800,31.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,37,20,40,22,10,,Evening
18801,36.0,4.1,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,33,21,15,22,10,,Evening
18802,33.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,17,20,22,10,,Afternoon
18803,32.0,4.7,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,18,40,22,10,,Afternoon
18804,38.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,20,40,22,10,,Evening
18805,30.0,3.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,23,15,22,10,,Evening
18806,21.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,13,35,22,10,,Afternoon
18807,28.0,4.8,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,22,30,22,10,,Evening
18808,29.0,5.0,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,16,12,20,22,10,,Morning
18809,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,22,50,22,10,,Evening
18810,30.0,4.1,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,34,23,20,22,10,,Evening
18811,26.0,4.1,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,19,20,22,10,,Evening
18812,38.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,22,15,22,10,,Evening
18813,39.0,4.5,Cloudy,High,1,Buffet,scooter,1.0,No,Urban,28,11,50,22,10,,Morning
18814,27.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,22,35,22,10,,Evening
18815,29.0,4.7,Cloudy,High,2,Snack,scooter,1.0,No,Urban,27,11,10,22,10,,Morning
18816,25.0,4.6,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,23,35,22,10,,Evening
18817,24.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18,20,10,22,10,,Evening
18818,39.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,45,18,20,22,10,,Afternoon
18819,22.0,4.7,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20,40,22,10,,Evening
18820,38.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,8,30,22,10,,Morning
18821,20.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,26,21,35,22,10,,Evening
18822,25.0,4.9,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,19,21,45,22,10,,Evening
18823,24.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20,50,22,10,,Evening
18824,35.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,23,45,22,10,,Evening
18825,20.0,4.2,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,21,35,22,10,,Evening
18826,34.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,29,19,50,22,10,,Evening
18827,38.0,4.3,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,21,55,22,10,,Evening
18828,23.0,4.8,Cloudy,High,1,Buffet,scooter,1.0,No,Urban,28,11,50,22,10,,Morning
18829,25.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,20,20,22,10,,Evening
18830,25.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,45,21,45,22,10,,Evening
18831,39.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,8,40,22,10,,Morning
18832,24.0,4.6,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,20,11,25,22,10,,Morning
18833,25.0,5.0,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,13,21,15,22,10,,Evening
18834,39.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,20,15,22,10,,Evening
18835,34.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,19,20,22,10,,Evening
18836,27.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,22,15,22,10,,Evening
18837,35.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,18,15,22,10,,Afternoon
18838,22.0,4.9,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,27,19,30,22,10,,Evening
18839,23.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,25,21,20,22,10,,Evening
18840,23.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,12,11,50,22,10,,Morning
18841,25.0,5.0,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,11,30,22,10,,Morning
18842,26.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,25,18,45,22,10,,Afternoon
18843,36.0,4.9,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,11,30,22,10,,Morning
18844,34.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8,20,22,10,,Morning
18845,36.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,21,35,22,10,,Evening
18846,21.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,23,45,22,10,,Evening
18847,24.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,19,40,22,10,,Evening
18848,23.0,4.7,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,21,21,45,22,10,,Evening
18849,24.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Urban,35,20,50,22,10,,Evening
18850,23.0,4.4,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,17,40,22,10,,Afternoon
18851,29.0,5.0,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,12,23,15,22,10,,Evening
18852,24.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,13,8,45,22,10,,Morning
18853,26.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,9,25,22,10,,Morning
18854,31.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,21,45,22,10,,Evening
18855,35.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,21,15,22,10,,Evening
18856,32.0,4.9,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,22,11,45,22,10,,Morning
18857,31.0,5.0,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,21,10,22,10,,Evening
18858,20.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Urban,18,8,20,22,10,,Morning
18859,31.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,37,21,15,22,10,,Evening
18860,21.0,4.8,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,17,10,22,10,,Afternoon
18861,24.0,4.1,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,19,55,22,10,,Evening
18862,33.0,5.0,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,23,25,22,10,,Evening
18863,34.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20,35,22,10,,Evening
18864,21.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,19,9,30,22,10,,Morning
18865,33.0,5.0,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,25,8,50,22,10,,Morning
18866,32.0,3.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,21,20,22,10,,Evening
