,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute,onground_dist(KM)
528,34,4.5,18.636215,73.751081,18.726215,73.841081,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,18,night,5,22,50,22,55,26.7
529,24,4.8,23.374878,85.335739,23.404878,85.365739,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,15,17,15,17,30,6.6
530,37,4.6,12.979096,77.640625,13.109096,77.770625,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,36,evening,15,17,40,17,55,24.1
531,36,5.0,30.873988,75.842739,31.003988,75.972739,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,27,night,15,22,35,22,50,26.5
532,30,3.7,19.888716,75.321461,19.998716,75.431461,Stormy,Jam,1,Snack,motorcycle,1,No,Metropolitian,34,night,10,21,30,21,40,32.3
533,24,4.6,21.170798,72.790489,21.250798,72.870489,Stormy,Low,0,Buffet,motorcycle,1,No,Urban,21,night,10,22,40,22,50,16.2
534,24,4.7,18.536562,73.896485,18.626562,73.986485,Windy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,38,night,15,21,20,21,35,19.3
535,31,4.7,21.173343,72.792731,21.263343,72.882731,Fog,Jam,2,Drinks,motorcycle,2,No,Metropolitian,41,evening,5,19,10,19,15,18.1
536,33,4.1,12.906229,77.596791,13.016229,77.706791,Sandstorms,Jam,0,Snack,motorcycle,1,No,Urban,35,night,10,21,40,21,50,23.3
537,23,4.8,23.353783,85.326967,23.423783,85.396967,Sandstorms,Low,2,Meal,motorcycle,1,No,Metropolitian,15,night,5,23,40,23,45,16.3
538,38,4.3,22.311844,73.165081,22.441844,73.295081,Fog,Jam,2,Buffet,electric_scooter,1,Yes,Metropolitian,48,night,10,21,25,21,35,24.4
539,28,4.5,19.875016,75.322405,19.985016,75.432405,Cloudy,Low,2,Snack,motorcycle,1,No,Metropolitian,28,night,5,22,40,22,45,49.0
540,37,4.9,22.760072,75.892574,22.780072,75.912574,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian,19,morning,15,10,55,11,10,5.4
541,27,4.9,18.592718,73.773572,18.642718,73.823572,Stormy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,19,evening,10,18,30,18,40,11.8
542,38,4.2,30.873988,75.842739,30.893988,75.862739,Fog,High,2,Buffet,motorcycle,1,No,Metropolitian,31,morning,5,11,40,11,45,4.8
543,36,4.3,21.170096,72.789122,21.230096,72.849122,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,31,night,5,23,20,23,25,11.6
544,26,4.1,22.551084,88.354127,22.581084,88.384127,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,21,night,10,23,25,23,35,7.7
545,33,4.5,17.458998,78.500366,17.518998,78.560366,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,24,evening,5,17,50,17,55,12.3
546,21,4.7,22.753659,75.903365,22.883659,76.033365,Cloudy,Medium,1,Buffet,scooter,1,No,Metropolitian,35,evening,5,17,10,17,15,30.2
547,25,4.6,12.304569,76.643622,12.384569,76.723622,Sunny,Medium,2,Snack,motorcycle,0,No,Metropolitian,15,evening,10,17,20,17,30,18.8
548,39,4.9,26.891191,75.802083,26.911191,75.822083,Fog,Low,2,Buffet,motorcycle,1,No,Metropolitian,19,morning,5,10,25,10,30,4.3
549,32,4.8,22.753659,75.903365,22.773659,75.923365,Stormy,Low,2,Meal,scooter,1,No,Metropolitian,20,morning,5,9,30,9,35,4.0
550,31,4.8,18.543626,73.905101,18.583626,73.945101,Cloudy,Medium,2,Buffet,motorcycle,0,No,Metropolitian,19,afternoon,5,16,15,16,20,15.5
551,28,4.7,17.411028,78.329645,17.481028,78.399645,Windy,Low,2,Snack,scooter,0,No,Urban,17,night,5,22,30,22,35,19.4
552,27,4.4,26.905287,75.794592,26.925287,75.814592,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,15,morning,15,10,20,10,35,5.0
553,37,4.7,12.913041,77.683237,12.983041,77.753237,Sunny,Medium,0,Drinks,motorcycle,0,No,Metropolitian,39,evening,10,18,35,18,45,19.8
554,39,4.3,23.353783,85.326967,23.483783,85.456967,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,35,evening,15,19,15,19,30,30.8
555,34,4.8,23.374878,85.335739,23.454878,85.415739,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,25,evening,15,17,30,17,45,20.3
556,38,5.0,21.175104,72.804342,21.255104,72.884342,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,27,night,5,22,40,22,45,16.9
557,29,4.7,13.054347,80.257221,13.104347,80.307221,Cloudy,Medium,2,Meal,motorcycle,0,No,Urban,12,evening,5,18,30,18,35,11.2
558,25,5.0,26.892312,75.806896,26.982312,75.896896,Fog,Jam,0,Meal,motorcycle,0,No,Metropolitian,42,night,5,21,30,21,35,18.9
559,20,4.7,26.956431,75.776649,27.096431,75.916649,Windy,Jam,0,Snack,motorcycle,0,No,Metropolitian,25,night,10,21,45,21,55,34.6
560,23,4.6,18.927584,72.832585,19.007584,72.912585,Fog,Medium,0,Snack,motorcycle,1,No,Urban,39,evening,5,18,20,18,25,23.5
561,24,4.9,18.530963,73.828972,18.540963,73.838972,Sandstorms,Low,1,Buffet,scooter,0,No,Urban,10,morning,10,10,10,10,20,2.1
562,34,4.4,22.552672,88.352885,22.622672,88.422885,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,40,night,15,22,55,23,10,23.2
563,23,4.9,18.536718,73.830327,18.616719,73.910327,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,41,evening,5,19,35,19,40,18.7
564,36,4.8,23.232357,77.429989,23.312357,77.509989,Fog,Jam,1,Snack,motorcycle,2,No,Metropolitian,39,evening,10,19,30,19,40,25.2
565,22,4.6,22.761593,75.886362,22.811593,75.936362,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,27,evening,5,19,10,19,15,13.3
566,28,4.8,21.173493,72.801953,21.263493,72.891953,Stormy,Jam,1,Buffet,scooter,0,No,Metropolitian,19,evening,15,19,50,20,5,18.8
567,21,4.6,26.911378,75.789034,26.951378,75.829034,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Metropolitian,11,afternoon,15,16,15,16,30,17.2
568,24,4.7,12.321214,76.621094,12.361214,76.661094,Sunny,Medium,0,Meal,motorcycle,0,No,Urban,15,afternoon,10,16,35,16,45,11.4
569,29,4.9,22.753839,75.897429,22.823839,75.967429,Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,37,evening,5,19,45,19,50,16.3
570,28,4.8,26.913987,75.752891,26.953987,75.792891,Cloudy,Medium,1,Snack,scooter,1,No,Urban,17,afternoon,5,15,15,15,20,10.1
571,28,4.8,12.981615,80.231598,13.111615,80.361598,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,night,15,22,50,23,5,30.2
572,24,4.8,12.972793,80.249982,13.102793,80.379982,Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,30,evening,15,19,50,20,5,31.0
573,29,4.9,11.000762,76.981876,11.090762,77.071876,Stormy,Jam,1,Snack,motorcycle,0,No,Metropolitian,25,night,10,21,40,21,50,19.8
574,39,4.7,13.066762,80.251865,13.076762,80.261865,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,25,morning,5,9,15,9,20,2.5
575,36,4.6,12.326356,76.619103,12.356356,76.649103,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,22,evening,5,17,50,17,55,8.6
576,23,4.8,22.761226,75.887522,22.841226,75.967522,Sunny,Jam,2,Meal,scooter,0,No,Urban,19,night,5,21,40,21,45,16.8
577,30,3.8,18.536562,73.896485,18.666562,74.026485,Stormy,Jam,2,Snack,scooter,1,No,Urban,32,evening,10,19,40,19,50,37.2
578,38,4.5,13.054347,80.257221,13.104347,80.307221,Sandstorms,Jam,2,Meal,scooter,1,No,Metropolitian,29,evening,10,20,45,20,55,11.2
579,29,4.6,26.902908,75.792934,27.012908,75.902934,Fog,Low,1,Snack,scooter,1,No,Metropolitian,21,night,15,23,35,23,50,24.3
580,35,4.6,26.892312,75.806896,27.022313,75.936896,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,51,evening,5,19,15,19,20,26.8
581,25,4.6,23.357804,85.325146,23.397804,85.365146,Cloudy,Medium,1,Meal,scooter,1,No,Metropolitian,17,afternoon,5,16,10,16,15,9.3
582,35,4.8,11.008638,76.984311,11.028638,77.004311,Cloudy,High,2,Drinks,motorcycle,1,No,Metropolitian,27,morning,10,11,20,11,30,4.6
583,28,5.0,26.902328,75.794257,26.942328,75.834257,Windy,High,2,Buffet,scooter,1,No,Metropolitian,21,afternoon,10,13,15,13,25,8.3
584,37,4.8,13.091809,80.219104,13.121809,80.249104,Sunny,Low,2,Snack,motorcycle,0,No,Urban,12,night,5,22,25,22,30,8.5
585,36,4.8,12.933298,77.614293,12.983298,77.664293,Windy,Low,1,Snack,motorcycle,0,No,Metropolitian,22,night,5,23,35,23,40,13.0
586,32,5.0,12.934179,77.615797,12.994179,77.675797,Sunny,Low,2,Drinks,motorcycle,1,No,Metropolitian,16,night,15,23,35,23,50,19.2
587,22,4.8,18.539299,73.897902,18.569299,73.927902,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,20,evening,5,19,15,19,20,8.7
588,24,4.6,17.458998,78.500366,17.538998,78.580366,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian,38,evening,15,19,40,19,55,17.2
589,38,4.9,12.979096,77.640625,12.989096,77.650625,Sunny,Low,0,Buffet,motorcycle,1,No,Urban,26,morning,10,9,35,9,45,2.3
590,38,4.2,12.316967,76.603067,12.406967,76.693067,Sunny,Jam,2,Meal,scooter,2,No,Urban,33,evening,10,19,20,19,30,20.7
591,30,5.0,23.184992,77.417227,23.244992,77.477227,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,29,night,15,22,20,22,35,14.4
592,26,4.8,26.911927,75.797282,26.991927,75.877282,Cloudy,Jam,0,Snack,motorcycle,2,No,Metropolitian,38,evening,5,20,20,20,25,15.7
593,36,4.6,19.221315,72.862381,19.301315,72.942381,Sunny,Jam,2,Buffet,scooter,1,No,Metropolitian,18,evening,10,20,40,20,50,33.5
594,36,4.7,13.081878,80.248519,13.161878,80.328519,Stormy,Jam,1,Drinks,scooter,0,No,Metropolitian,28,evening,10,20,40,20,50,19.2
595,20,4.6,13.022394,80.242439,13.092394,80.312439,Windy,Jam,0,Meal,motorcycle,1,No,Urban,30,evening,5,19,15,19,20,20.8
596,34,4.9,12.304569,76.643622,12.344569,76.683622,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,29,afternoon,5,15,50,15,55,10.3
597,28,4.7,13.058616,80.264151,13.138616,80.344151,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,22,night,5,22,25,22,30,17.0
598,22,4.8,22.761593,75.886362,22.771593,75.896362,Fog,Low,1,Snack,scooter,0,No,Metropolitian,13,morning,10,9,45,9,55,2.6
599,32,4.6,12.337928,76.617889,12.397928,76.677889,Fog,Jam,2,Meal,scooter,0,No,Metropolitian,25,night,10,21,20,21,30,14.4
600,29,4.6,26.469003,80.316344,26.579003,80.426344,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,16,night,10,22,55,23,5,24.7
601,22,5.0,12.337928,76.617889,12.347928,76.627889,Sandstorms,High,2,Buffet,scooter,1,No,Metropolitian,16,afternoon,10,11,55,12,5,2.6
602,25,4.9,12.972532,77.608179,13.002532,77.638179,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,17,night,10,23,35,23,45,7.5
603,39,4.8,26.911378,75.789034,26.941378,75.819034,Stormy,Medium,2,Buffet,scooter,1,No,Urban,30,evening,15,17,15,17,30,18.9
604,30,4.9,11.024839,77.007003,11.044839,77.027003,Windy,High,1,Meal,motorcycle,1,No,Metropolitian,25,morning,5,11,10,11,15,7.0
605,20,5.0,26.483672,80.320708,26.623672,80.460708,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,38,night,15,20,55,21,10,41.9
606,24,4.6,19.065838,72.832658,19.095838,72.862658,Sunny,Jam,1,Meal,scooter,0,No,Metropolitian,11,evening,15,19,40,19,55,9.3
607,35,4.0,22.728163,75.884212,22.778163,75.934212,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,37,evening,5,20,25,20,30,13.0
608,26,4.7,12.326356,76.619103,12.396356,76.689103,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,19,evening,15,19,15,19,30,16.4
609,25,4.9,26.902908,75.792934,27.012908,75.902934,Sunny,Medium,2,Snack,scooter,0,No,Urban,16,evening,15,17,35,17,50,24.3
610,37,5.0,10.027364,76.308258,10.087364,76.368258,Windy,Jam,1,Drinks,scooter,1,No,Metropolitian,27,night,10,21,25,21,35,14.2
611,38,4.9,21.149569,72.772697,21.209569,72.832697,Stormy,Medium,1,Snack,motorcycle,1,No,Metropolitian,26,evening,15,18,15,18,30,12.9
612,32,4.3,12.986047,80.218114,13.046047,80.278114,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,33,evening,5,20,25,20,30,14.6
613,38,4.6,17.440827,78.393391,17.490827,78.443391,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,46,evening,15,19,50,20,5,15.9
614,33,4.2,26.902328,75.794257,26.952328,75.844257,Sandstorms,Jam,0,Meal,motorcycle,3,No,Metropolitian,46,evening,5,19,10,19,15,13.5
615,35,4.6,22.307898,73.167788,22.437898,73.297788,Stormy,Low,1,Drinks,scooter,0,No,Urban,21,night,10,22,15,22,25,25.0
616,37,4.0,21.186884,72.793616,21.296884,72.903616,Cloudy,Jam,1,Snack,motorcycle,3,No,Metropolitian,47,night,15,21,40,21,55,21.8
617,30,4.8,26.913483,75.803139,27.023483,75.913139,Sandstorms,Medium,1,Meal,scooter,0,No,Urban,22,evening,10,17,35,17,45,24.3
618,31,4.6,12.975377,77.696664,13.055377,77.776664,Sandstorms,Low,2,Meal,scooter,1,No,Urban,24,night,15,22,15,22,30,21.2
619,24,4.5,22.732225,75.874765,22.842225,75.984765,Sandstorms,Jam,2,Buffet,scooter,1,No,Metropolitian,23,night,15,21,15,21,30,22.4
620,21,4.6,22.310329,73.169083,22.380329,73.239083,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,24,night,5,23,10,23,15,20.9
621,33,4.1,19.120083,72.907385,19.190083,72.977385,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,41,evening,10,19,35,19,45,14.3
622,39,4.0,12.321214,76.621094,12.391214,76.691094,Stormy,Medium,0,Snack,motorcycle,2,No,Metropolitian,38,evening,5,17,40,17,45,16.5
623,24,4.6,17.433809,78.386744,17.453809,78.406744,Windy,High,0,Snack,motorcycle,1,No,Metropolitian,20,afternoon,15,11,50,12,5,5.0
624,31,4.0,11.016298,76.972076,11.056298,77.012076,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,34,afternoon,5,15,50,15,55,9.6
625,21,4.6,12.297954,76.665169,12.377954,76.745169,Windy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,34,evening,5,18,45,18,50,25.5
626,38,4.9,22.310237,73.158921,22.380237,73.228921,Sunny,Low,1,Buffet,scooter,1,No,Metropolitian,23,night,15,22,55,23,10,18.6
627,31,4.9,12.970221,77.645396,13.060221,77.735396,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,29,evening,5,20,20,20,25,20.1
628,23,4.2,22.310526,73.170937,22.380526,73.240937,Stormy,Medium,0,Buffet,motorcycle,1,No,Urban,35,evening,5,18,50,18,55,18.5
629,39,4.4,22.308096,73.167753,22.338096,73.197753,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,31,evening,10,17,15,17,25,7.6
630,28,4.7,12.304569,76.643622,12.344569,76.683622,Sunny,High,1,Snack,motorcycle,0,No,Urban,11,afternoon,15,12,15,12,30,10.3
631,37,4.8,30.873988,75.842739,30.963988,75.932739,Windy,Jam,2,Snack,scooter,1,No,Metropolitian,27,evening,10,20,15,20,25,19.3
632,32,4.7,18.533811,73.899315,18.563811,73.929315,Sandstorms,Medium,1,Drinks,scooter,0,No,Metropolitian,30,evening,15,17,35,17,50,7.1
633,22,4.7,17.451976,78.385883,17.501976,78.435883,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,23,evening,5,17,30,17,35,12.2
634,21,4.6,22.761593,75.886362,22.801593,75.926362,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,afternoon,5,16,45,16,50,11.4
635,35,4.5,18.546947,73.900626,18.576947,73.930626,Stormy,Low,1,Drinks,motorcycle,0,No,Metropolitian,27,night,5,23,10,23,15,8.1
636,34,4.8,22.725835,75.887648,22.855835,76.017648,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,43,night,5,21,50,21,55,28.8
637,22,4.7,18.520016,73.830547,18.580016,73.890547,Cloudy,Medium,2,Snack,scooter,1,No,Metropolitian,16,evening,5,17,30,17,35,12.9
638,23,4.7,12.304569,76.643622,12.434569,76.773622,Sandstorms,Low,1,Drinks,motorcycle,1,No,Urban,16,night,10,22,45,22,55,29.4
639,22,4.4,19.874449,75.360232,19.984449,75.470232,Fog,Medium,1,Snack,motorcycle,0,No,Metropolitian,39,evening,10,17,15,17,25,22.7
640,29,4.6,18.546947,73.900626,18.636947,73.990626,Stormy,Low,0,Meal,motorcycle,1,No,Urban,24,night,15,22,10,22,25,20.5
641,20,4.6,22.722634,75.886959,22.852634,76.016959,Windy,Jam,1,Snack,motorcycle,1,No,Metropolitian,26,evening,5,20,15,20,20,28.5
642,20,4.7,12.325461,76.632278,12.385461,76.692278,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,19,night,15,23,30,23,45,15.8
643,24,4.4,11.003669,76.976494,11.023669,76.996494,Windy,High,0,Buffet,motorcycle,0,No,Metropolitian,34,morning,10,11,25,11,35,5.2
644,20,4.9,11.024839,77.007003,11.034839,77.017003,Sandstorms,High,0,Drinks,motorcycle,1,No,Urban,17,afternoon,15,11,55,12,10,3.7
645,28,4.7,11.021278,76.995017,11.111278,77.085017,Stormy,Jam,2,Drinks,scooter,1,No,Metropolitian,29,night,15,21,25,21,40,18.7
646,32,4.8,26.482419,80.320939,26.572419,80.410939,Sunny,Jam,0,Meal,motorcycle,3,Yes,Metropolitian,44,evening,10,20,10,20,20,25.7
647,23,4.7,18.994049,72.825203,19.044049,72.875203,Cloudy,Low,2,Meal,motorcycle,1,No,Metropolitian,19,night,5,22,30,22,35,11.4
648,22,4.8,21.183434,72.814492,21.253434,72.884492,Stormy,Jam,2,Meal,electric_scooter,1,No,Metropolitian,25,night,15,21,50,22,5,15.3
649,29,4.8,21.149669,72.772629,21.239669,72.862629,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,30,evening,10,20,40,20,50,21.2
650,23,4.5,23.351489,85.324253,23.361489,85.334253,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,23,morning,5,10,20,10,25,3.6
651,28,4.8,17.430448,78.418213,17.450448,78.438213,Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,19,morning,10,9,25,9,35,5.7
652,22,4.7,12.972532,77.608179,13.022532,77.658179,Cloudy,Jam,2,Drinks,motorcycle,0,No,Metropolitian,33,evening,10,20,15,20,25,11.1
653,32,4.8,12.323994,76.626167,12.433994,76.736167,Cloudy,Low,0,Meal,motorcycle,2,No,Urban,37,night,15,22,35,22,50,25.0
654,20,4.6,18.563934,73.915367,18.593934,73.945367,Sunny,Jam,2,Snack,scooter,1,No,Urban,10,evening,5,19,30,19,35,12.4
655,30,4.1,21.160437,72.774209,21.240437,72.854209,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,37,evening,10,20,45,20,55,18.0
656,34,4.8,10.006881,76.345397,10.116881,76.455397,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,28,night,15,21,15,21,30,24.4
657,21,4.5,22.311603,73.165012,22.391603,73.245012,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,32,evening,15,17,10,17,25,19.3
658,28,4.9,11.025083,77.015393,11.105083,77.095393,Stormy,Low,2,Meal,scooter,0,No,Urban,17,night,5,22,50,22,55,17.0
659,39,4.6,17.455894,78.375467,17.545894,78.465467,Sandstorms,Medium,2,Snack,motorcycle,1,No,Metropolitian,30,evening,10,17,25,17,35,24.4
660,33,4.4,26.849596,75.800512,26.889596,75.840512,Windy,High,1,Buffet,motorcycle,0,No,Metropolitian,32,afternoon,15,14,15,14,30,10.1
661,34,4.5,11.025083,77.015393,11.095083,77.085393,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,night,15,22,30,22,45,16.8
662,33,5.0,23.416792,85.316842,23.506792,85.406842,Sandstorms,Medium,0,Buffet,motorcycle,2,No,Metropolitian,33,evening,10,18,40,18,50,20.0
663,37,4.9,12.970221,77.645396,13.010221,77.685396,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,38,afternoon,10,15,40,15,50,7.7
664,38,4.1,19.091458,72.827808,19.161458,72.897808,Windy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,32,evening,15,17,10,17,25,19.3
665,35,4.1,19.120083,72.907385,19.230083,73.017385,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,38,evening,5,17,25,17,30,23.5
666,27,4.3,17.426228,78.407495,17.496228,78.477495,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,32,evening,10,17,45,17,55,19.0
667,20,4.6,23.351058,85.325731,23.371058,85.345731,Sandstorms,Low,1,Drinks,scooter,0,No,Metropolitian,13,morning,10,9,10,9,20,4.6
668,22,5.0,22.728163,75.884212,22.858163,76.014212,Sunny,Jam,2,Drinks,motorcycle,1,No,Urban,15,night,15,21,10,21,25,30.4
669,36,4.6,21.170096,72.789122,21.200096,72.819122,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,25,evening,5,20,25,20,30,9.1
670,36,4.6,21.170096,72.789122,21.190096,72.809122,Fog,High,2,Meal,electric_scooter,0,No,Metropolitian,25,morning,15,11,15,11,30,5.9
671,32,4.6,23.371292,85.327872,23.441292,85.397872,Cloudy,Jam,2,Snack,motorcycle,1,No,Urban,46,evening,5,19,10,19,15,22.9
672,20,4.8,12.933284,77.615428,12.963284,77.645428,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,21,night,5,23,25,23,30,7.3
673,20,4.7,13.064181,80.236442,13.114181,80.286442,Cloudy,Low,0,Drinks,motorcycle,1,No,Urban,16,night,15,23,15,23,30,11.2
674,32,4.9,22.760072,75.892574,22.780072,75.912574,Fog,Low,0,Meal,motorcycle,0,No,Urban,29,morning,15,8,25,8,40,5.4
675,22,4.8,18.536718,73.830327,18.586718,73.880327,Fog,Low,2,Drinks,scooter,0,No,Metropolitian,12,night,10,22,35,22,45,12.7
676,25,4.9,18.516216,73.842527,18.526216,73.852527,Sunny,High,1,Drinks,scooter,0,No,Urban,13,morning,15,11,40,11,55,2.7
677,29,4.8,26.911378,75.789034,26.941378,75.819034,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,25,evening,10,19,30,19,40,18.9
678,38,4.8,22.311603,73.165012,22.331603,73.185012,Fog,Low,1,Buffet,scooter,0,No,Urban,16,morning,5,9,10,9,15,4.0
679,31,4.5,30.366322,78.070453,30.476322,78.180453,Windy,Jam,1,Buffet,motorcycle,2,No,Metropolitian,39,evening,15,19,35,19,50,47.3
680,39,4.0,30.361281,78.068022,30.421281,78.128022,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,37,evening,5,19,25,19,30,21.8
681,32,4.9,11.025083,77.015393,11.035083,77.025393,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,24,morning,15,11,40,11,55,3.0
682,35,4.9,22.310329,73.169083,22.320329,73.179083,Sandstorms,Low,1,Snack,scooter,1,No,Urban,25,morning,10,10,10,10,20,3.6
683,27,4.9,23.351058,85.325731,23.401058,85.375731,Stormy,Medium,1,Meal,scooter,0,No,Metropolitian,20,evening,10,17,25,17,35,10.3
684,22,4.9,22.732225,75.874765,22.792225,75.934765,Windy,Jam,1,Meal,scooter,0,No,Metropolitian,18,night,10,21,10,21,20,18.2
685,36,4.1,18.546947,73.900626,18.606947,73.960626,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian,24,night,5,22,50,22,55,18.3
686,29,4.7,26.902328,75.794257,26.942328,75.834257,Stormy,Medium,1,Snack,motorcycle,1,No,Metropolitian,26,afternoon,10,16,25,16,35,8.3
687,32,4.0,12.939496,77.625999,13.029496,77.715999,Windy,Medium,0,Snack,motorcycle,1,No,Urban,40,evening,15,18,15,18,30,21.3
688,31,4.0,21.160522,72.771477,21.230522,72.841477,Fog,Medium,1,Drinks,motorcycle,1,No,Metropolitian,44,evening,10,18,15,18,25,15.4
689,20,4.9,11.006686,76.951736,11.136686,77.081736,Windy,Jam,1,Snack,scooter,0,No,Urban,26,night,15,21,15,21,30,30.2
690,22,4.7,19.178321,72.834715,19.208321,72.864715,Stormy,Medium,2,Meal,scooter,0,No,Metropolitian,24,evening,10,18,35,18,45,7.4
691,20,4.9,26.902328,75.794257,26.942328,75.834257,Sandstorms,High,1,Meal,scooter,0,No,Urban,14,afternoon,15,12,10,12,25,8.3
692,23,4.8,26.905287,75.794592,26.965287,75.854592,Sunny,Low,2,Meal,scooter,0,No,Metropolitian,24,night,5,23,35,23,40,10.9
693,28,4.8,12.939496,77.625999,13.049496,77.735999,Stormy,Low,0,Snack,motorcycle,0,No,Urban,15,night,15,22,35,22,50,20.9
694,30,5.0,13.005801,80.250744,13.055801,80.300744,Windy,Jam,2,Snack,motorcycle,1,No,Metropolitian,25,night,5,21,30,21,35,27.5
695,25,4.7,21.160522,72.771477,21.230522,72.841477,Sunny,Jam,1,Buffet,scooter,0,No,Urban,19,evening,5,19,20,19,25,15.4
696,27,4.7,11.024839,77.007003,11.044839,77.027003,Sunny,High,1,Snack,motorcycle,1,No,Urban,15,morning,15,11,15,11,30,7.0
697,24,4.9,22.753839,75.897429,22.863838,76.007429,Stormy,Medium,2,Meal,scooter,0,No,Metropolitian,24,evening,15,17,40,17,55,28.1
698,22,4.6,26.891191,75.802083,27.001191,75.912083,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,23,night,15,22,25,22,40,26.9
699,21,4.8,12.337928,76.617889,12.357928,76.637889,Sandstorms,Low,2,Meal,motorcycle,0,No,Urban,13,morning,5,8,30,8,35,6.2
700,35,4.6,25.449659,81.839744,25.479659,81.869744,Sandstorms,Low,1,Meal,scooter,0,No,Metropolitian,21,night,15,23,25,23,40,8.7
701,23,4.5,13.066762,80.251865,13.096762,80.281865,Fog,Jam,2,Drinks,motorcycle,1,No,Urban,27,night,5,21,35,21,40,7.2
702,31,4.9,23.355164,85.324097,23.395164,85.364097,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,30,afternoon,15,15,35,15,50,8.2
703,20,4.8,13.081878,80.248519,13.121878,80.288519,Sandstorms,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,20,afternoon,5,16,45,16,50,10.3
704,39,4.8,18.554382,73.798206,18.594382,73.838206,Sandstorms,High,2,Buffet,scooter,1,No,Metropolitian,29,afternoon,5,12,45,12,50,10.7
