,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist
20888,20.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,18,15,22,10,
20889,21.0,4.8,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,17,20,22,10,
20890,25.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20,50,22,10,
20891,30.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,18,20,22,10,
20892,35.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,31,8,30,22,10,
20893,38.0,4.8,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,24,17,20,22,10,
20894,25.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20,25,22,10,
20895,31.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,37,20,30,22,10,
20896,35.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,15,23,25,22,10,
20897,33.0,4.3,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,38,20,55,22,10,
20898,34.0,3.5,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,18,30,22,10,
20899,34.0,4.5,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,26,13,25,22,10,
20900,29.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,18,8,15,22,10,
20901,25.0,4.2,Sunny,High,0,Drinks,motorcycle,3.0,No,Semi-Urban,54,13,35,22,10,
20902,24.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,19,40,22,10,
20903,25.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,16,18,10,22,10,
20904,25.0,4.6,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,16,15,40,22,10,
20905,39.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20,15,22,10,
20906,23.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,23,45,22,10,
20907,30.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,22,35,22,10,
20908,26.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,13,22,30,22,10,
20909,27.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,17,20,22,10,
20910,27.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,19,25,22,10,
20911,32.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,19,40,22,10,
20912,38.0,4.8,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,23,40,22,10,
20913,23.0,4.6,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,26,22,25,22,10,
20914,20.0,4.3,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,41,20,25,22,10,
20915,36.0,3.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,36,18,20,22,10,
20916,32.0,4.5,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,11,10,22,10,
20917,36.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,46,21,30,22,10,
20918,28.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20,20,22,10,
20919,34.0,5.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,23,10,22,10,
20920,24.0,5.0,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20,25,22,10,
20921,35.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,10,50,22,10,
20922,25.0,5.0,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,9,10,22,10,
20923,25.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,17,20,22,10,
20924,34.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,10,40,22,10,
20925,34.0,5.0,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,17,21,20,22,10,
20926,22.0,4.8,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,20,35,22,10,
20927,32.0,4.6,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,21,17,25,22,10,
20928,23.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,19,9,50,22,10,
20929,24.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,9,55,22,10,
20930,22.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,22,25,22,10,
20931,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,22,35,22,10,
20932,35.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,18,10,22,10,
20933,31.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,28,22,15,22,10,
20934,31.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,39,20,20,22,10,
20935,38.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,20,30,22,10,
20936,39.0,4.6,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,13,10,22,10,
20937,32.0,4.7,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,47,17,35,22,10,
20938,21.0,4.5,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17,18,25,22,10,
20939,24.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,8,20,22,10,
20940,29.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20,45,22,10,
20941,39.0,4.3,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,42,20,30,22,10,
20942,38.0,4.0,Fog,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,40,21,30,22,10,
20943,31.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,10,35,22,10,
20944,35.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,17,10,40,22,10,
20945,35.0,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,18,50,22,10,
20946,30.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,35,20,55,22,10,
20947,31.0,5.0,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,10,40,22,10,
20948,28.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,17,40,22,10,
20949,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,21,35,22,10,
20950,21.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,17,25,22,10,
20951,36.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,10,35,22,10,
20952,20.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Urban,10,8,35,22,10,
20953,22.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,21,10,22,10,
20954,25.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,13,22,55,22,10,
20955,32.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,44,20,15,22,10,
20956,22.0,4.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,18,50,22,10,
20957,38.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20,35,22,10,
20958,26.0,4.5,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,32,17,40,22,10,
20959,31.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,9,25,22,10,
20960,22.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,22,18,55,22,10,
20961,20.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,10,35,22,10,
20962,21.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Urban,18,23,20,22,10,
20963,22.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,26,22,25,22,10,
20964,29.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,29,17,15,22,10,
20965,23.0,4.5,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,17,40,22,10,
20966,24.0,4.6,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,17,14,25,22,10,
20967,29.0,4.6,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,11,40,22,10,
20968,23.0,4.4,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,19,40,22,10,
20969,34.0,5.0,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,21,22,25,22,10,
20970,39.0,4.3,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,38,11,50,22,10,
20971,30.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,18,11,30,22,10,
20972,31.0,4.6,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,19,15,20,22,10,
20973,21.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,18,35,22,10,
20974,26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,23,35,22,10,
20975,37.0,4.8,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,11,35,22,10,
20976,31.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Urban,25,10,50,22,10,
20977,28.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,17,10,22,10,
20978,25.0,5.0,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,17,45,22,10,
20979,39.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,8,10,22,10,
20980,38.0,4.6,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,30,18,20,22,10,
20981,24.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,19,20,22,10,
20982,38.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,27,23,25,22,10,
20983,26.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,21,15,22,10,
20984,37.0,5.0,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,17,25,22,10,
20985,37.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,21,15,22,10,
20986,34.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20,20,22,10,
20987,23.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,17,25,22,10,
20988,21.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,10,50,22,10,
20989,24.0,4.5,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,14,17,35,22,10,
20990,21.0,4.2,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20,45,22,10,
20991,38.0,4.8,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,25,23,50,22,10,
20992,39.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,48,20,40,22,10,
20993,22.0,4.9,Sunny,High,2,Drinks,motorcycle,1.0,No,Urban,18,11,25,22,10,
20994,34.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,9,20,22,10,
20995,39.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,32,21,30,22,10,
20996,32.0,5.0,Windy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,27,9,25,22,10,
20997,33.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,17,10,22,10,
20998,36.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,23,35,22,10,
20999,26.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,22,18,30,22,10,
21000,32.0,4.1,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,34,21,15,22,10,
21001,36.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,22,10,22,10,
21002,39.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,17,15,22,10,
21003,30.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,21,35,22,10,
21004,23.0,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20,40,22,10,
21005,30.0,4.4,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,36,21,15,22,10,
21006,38.0,3.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,33,18,25,22,10,
21007,39.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,19,40,22,10,
21008,39.0,5.0,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,15,50,22,10,
21009,25.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,32,19,15,22,10,
21010,26.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,19,30,22,10,
21011,20.0,4.9,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,21,25,22,10,
21012,20.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,35,17,20,22,10,
21013,22.0,4.7,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,18,20,22,10,
21014,20.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,20,18,15,22,10,
21015,38.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,17,35,22,10,
21016,23.0,4.6,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,12,18,35,22,10,
21017,20.0,4.6,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,42,21,30,22,10,
21018,30.0,4.1,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,33,21,55,22,10,
21019,20.0,4.6,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,26,22,20,22,10,
21020,39.0,4.7,Fog,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,39,19,50,22,10,
21021,30.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,20,9,10,22,10,
21022,22.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,19,50,22,10,
21023,27.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20,35,22,10,
21024,35.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,29,17,40,22,10,
21025,37.0,4.5,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,21,30,22,10,
21026,22.0,4.9,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,10,45,22,10,
21027,21.0,4.6,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12,40,22,10,
21028,32.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20,10,22,10,
21029,31.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,17,30,22,10,
21030,38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,27,23,30,22,10,
21031,34.0,4.2,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,19,10,22,10,
21032,22.0,4.8,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,21,45,22,10,
21033,39.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,21,30,22,10,
21034,27.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Urban,19,11,30,22,10,
21035,25.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,19,20,20,22,10,
21036,38.0,4.1,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,11,45,22,10,
21037,34.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,29,17,35,22,10,
21038,36.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,15,10,22,10,
21039,37.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Urban,19,23,25,22,10,
21040,26.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20,40,22,10,
21041,34.0,4.1,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,39,22,20,22,10,
21042,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,18,19,30,22,10,
21043,20.0,4.8,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,15,15,40,22,10,
21044,21.0,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,22,40,22,10,
21045,20.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,28,23,15,22,10,
21046,21.0,4.9,Cloudy,Jam,1,Drinks,scooter,0.0,No,Urban,20,20,10,22,10,
21047,27.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,21,15,22,10,
21048,33.0,4.8,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,26,13,20,22,10,
21049,29.0,4.8,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,22,20,15,22,10,
21050,31.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,36,18,45,22,10,
21051,39.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,22,35,22,10,
21052,23.0,4.8,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,23,21,20,22,10,
21053,38.0,4.1,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,17,15,22,10,
21054,23.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,8,15,22,10,
21055,39.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,Yes,Urban,41,21,55,22,10,
21056,34.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,18,25,22,10,
21057,20.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,22,30,22,10,
21058,38.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,18,50,22,10,
21059,25.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Urban,11,10,35,22,10,
21060,35.0,4.6,Windy,High,2,Snack,scooter,0.0,No,Metropolitian,32,11,30,22,10,
21061,27.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,11,10,15,22,10,
21062,36.0,4.9,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,17,10,55,22,10,
21063,20.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,17,8,25,22,10,
21064,28.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Urban,11,9,45,22,10,
21065,24.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,19,55,22,10,
21066,23.0,2.5,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,32,23,10,22,10,
21067,34.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,21,25,22,10,
21068,24.0,4.7,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,27,19,50,22,10,
21069,35.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,24,22,35,22,10,
21070,30.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,22,25,22,10,
21071,25.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,10,20,22,10,
21072,29.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,8,35,22,10,
21073,32.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,10,40,22,10,
21074,37.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,28,21,20,22,10,
21075,32.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,45,19,10,22,10,
21076,27.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,19,20,22,10,
21077,26.0,4.7,Cloudy,Jam,1,Snack,scooter,0.0,No,Urban,44,21,15,22,10,
21078,28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,11,10,22,10,
21079,37.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,8,50,22,10,
21080,29.0,4.6,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,28,17,35,22,10,
21081,27.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20,55,22,10,
21082,23.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,21,17,15,22,10,
21083,30.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,22,15,22,10,
21084,27.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,15,50,22,10,
21085,30.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,25,8,15,22,10,
21086,35.0,4.7,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,15,23,20,22,10,
21087,37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,22,40,22,10,
21088,32.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,21,45,22,10,
21089,20.0,5.0,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,26,20,20,22,10,
21090,20.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,8,20,22,10,
21091,28.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Urban,10,18,10,22,10,
21092,34.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,8,10,22,10,
21093,27.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,28,20,15,22,10,
21094,22.0,4.5,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,22,55,22,10,
21095,27.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,42,18,55,22,10,
21096,35.0,4.4,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,37,18,35,22,10,
21097,25.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,14,23,10,22,10,
21098,23.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,18,20,22,10,
21099,22.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,10,35,22,10,
21100,21.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,8,30,22,10,
21101,32.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Urban,23,23,50,22,10,
21102,23.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,22,20,22,10,
21103,23.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,9,50,22,10,
21104,20.0,4.8,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,20,40,22,10,
21105,30.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,22,9,50,22,10,
21106,37.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20,30,22,10,
21107,32.0,4.4,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,17,20,22,10,
21108,21.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Urban,17,21,20,22,10,
21109,37.0,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Urban,23,13,55,22,10,
21110,22.0,5.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,11,20,35,22,10,
21111,31.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30,18,20,22,10,
21112,30.0,4.7,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,28,8,50,22,10,
21113,34.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,9,10,22,10,
21114,25.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,28,17,30,22,10,
21115,28.0,4.0,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,34,17,40,22,10,
21116,33.0,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,18,15,22,10,
21117,27.0,4.5,Sunny,High,2,Snack,electric_scooter,1.0,No,Urban,17,11,20,22,10,
21118,21.0,4.7,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23,18,20,22,10,
21119,22.0,4.6,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,17,55,22,10,
21120,39.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,25,22,55,22,10,
21121,22.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,10,35,22,10,
21122,31.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,10,35,22,10,
21123,38.0,4.9,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,15,40,22,10,
21124,39.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,49,19,20,22,10,
21125,39.0,4.0,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,32,17,30,22,10,
21126,23.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20,50,22,10,
21127,28.0,4.9,Windy,Low,2,Snack,motorcycle,0.0,No,Urban,10,22,25,22,10,
21128,30.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,15,22,10,22,10,
21129,35.0,5.0,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,14,30,22,10,
21130,34.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,23,30,22,10,
21131,34.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,23,40,22,10,
21132,26.0,5.0,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,23,11,55,22,10,
21133,25.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,36,17,20,22,10,
21134,27.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,16,17,20,22,10,
21135,36.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,20,30,22,10,
21136,22.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,30,11,45,22,10,
21137,35.0,3.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,34,22,30,22,10,
21138,28.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,23,45,22,10,
21139,35.0,4.7,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,40,18,55,22,10,
