,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
35072,35.0,5.0,22.308096,73.167753,22.418096,73.277753,20:15,20:30,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,37
35074,34.0,4.6,26.471529,80.313458,26.601529,80.443458,20:10,20:20,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,54
35077,38.0,4.6,17.424114,78.347554,17.474114,78.397554,17:55,18:05,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,28
35081,23.0,4.8,12.975996,80.221898,13.015996,80.261898,12:20,12:35,Stormy,High,2,Meal,scooter,0.0,No,Urban,12
35083,30.0,4.8,13.026279,80.174568,13.106279,80.254568,20:15,20:30,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26
35085,29.0,4.0,22.753839,75.897429,22.823839,75.967429,17:25,17:30,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,32
35086,32.0,4.9,23.353783,85.326967,23.373783,85.346967,10:15,10:25,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,28
35088,22.0,4.8,10.003064,76.307589,10.063064,76.367589,19:30,19:45,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,18
35089,37.0,4.7,12.933298,77.614293,12.983298,77.664293,17:25,17:40,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16
35091,35.0,4.7,17.429585,78.392621,17.509585,78.472621,22:50,22:55,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,28
35092,32.0,4.7,26.902908,75.792934,27.032908,75.922934,17:55,18:05,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,28
35093,29.0,4.3,23.355164,85.324097,23.385164,85.354097,20:55,21:10,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,52
35096,32.0,4.8,11.003681,76.975525,11.073681,77.045525,21:45,21:50,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,53
35101,29.0,4.7,22.725835,75.887648,22.805835,75.967648,20:45,20:55,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,17
35103,39.0,4.5,12.326356,76.619103,12.386356,76.679103,18:45,18:55,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,25
35106,28.0,4.5,12.323225,76.630028,12.393225,76.700028,17:35,17:50,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28
35107,25.0,4.9,27.163303,78.057044,27.243303,78.137044,21:45,21:55,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,41
35108,32.0,4.8,17.458998,78.500366,17.518998,78.560366,23:30,23:45,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28
35109,34.0,4.5,18.516216,73.842527,18.566216,73.892527,17:35,17:40,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,21
35111,35.0,4.9,26.469003,80.316344,26.529003,80.376344,22:50,22:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,28
35112,39.0,5.0,26.911927,75.797282,27.051927,75.937282,17:50,18:05,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,32
35113,27.0,4.9,11.022298,76.998349,11.082298,77.058349,21:25,21:35,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28
35114,39.0,4.8,22.761226,75.887522,22.871226,75.997522,20:10,20:25,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39
35115,33.0,4.9,12.321214,76.621094,12.361214,76.661094,13:50,13:55,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,26
35117,34.0,3.8,22.745536,75.893106,22.815536,75.963106,20:20,20:35,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,36
35118,33.0,3.5,12.975996,80.221898,13.065996,80.311898,21:55,22:10,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42
35119,28.0,4.0,22.728163,75.884212,22.798163,75.954212,21:15,21:20,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,33
35121,34.0,4.6,26.481547,80.299775,26.541547,80.359775,18:55,19:10,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,15
35122,22.0,5.0,12.337978,76.616792,12.407978,76.686792,20:30,20:40,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,31
35125,36.0,3.6,12.321214,76.621094,12.401214,76.701094,20:55,21:05,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41
35126,33.0,4.9,18.536718,73.830327,18.606718,73.900327,17:50,17:55,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,22
35127,28.0,4.0,22.761226,75.887522,22.891226,76.017522,20:15,20:30,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,44
35128,20.0,4.8,17.438263,78.397865,17.468263,78.427865,18:15,18:20,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,23
35131,25.0,4.9,23.353783,85.326967,23.383783,85.356967,18:40,18:50,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25
35132,27.0,4.8,25.450317,81.831681,25.560317,81.941681,21:55,22:05,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45
35136,29.0,4.5,22.308096,73.167753,22.348096,73.207753,15:15,15:20,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16
35137,34.0,3.6,22.307898,73.167788,22.417898,73.277788,21:25,21:30,Stormy,Jam,1,Snack,motorcycle,1.0,Yes,Urban,41
35139,27.0,4.4,26.902328,75.794257,27.042328,75.934257,20:30,20:40,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35
35140,36.0,4.8,13.022394,80.242439,13.062394,80.282439,13:50,13:55,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26
35141,24.0,4.7,22.577821,88.400581,22.647821,88.470581,17:30,17:35,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,28
35149,27.0,4.8,12.326356,76.619103,12.386356,76.679103,17:15,17:25,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,23
35150,38.0,4.5,11.026117,76.944652,11.156117,77.074652,23:30,23:40,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,35
35152,23.0,4.6,22.310329,73.169083,22.400329,73.259083,19:40,19:50,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27
35153,28.0,4.7,13.086438,80.220672,13.196438,80.330672,21:35,21:40,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45
35154,35.0,4.9,22.310237,73.158921,22.340237,73.188921,17:15,17:30,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33
35156,20.0,4.6,22.651847,75.881991,22.681847,75.911991,21:15,21:30,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24
35157,31.0,3.8,19.176269,72.836721,19.256269,72.916721,22:30,22:40,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,34
35158,25.0,5.0,26.892312,75.806896,26.902313,75.816896,10:35,10:50,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,17
35161,37.0,4.0,12.933298,77.614293,13.003298,77.684293,22:50,23:05,Fog,Low,0,Snack,motorcycle,2.0,Yes,Metropolitian,43
35164,25.0,4.8,22.753659,75.903365,22.803659,75.953365,21:45,21:55,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,30
35165,25.0,4.1,22.745049,75.892471,22.785049,75.932471,12:25,12:35,Fog,High,1,Buffet,scooter,0.0,No,Urban,34
35166,32.0,4.6,21.157729,72.768726,21.287729,72.898726,20:40,20:45,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,23
35167,27.0,4.7,26.891191,75.802083,26.931191,75.842083,12:20,12:35,Sandstorms,High,1,Snack,scooter,1.0,No,Urban,13
35168,28.0,4.7,26.956431,75.776649,26.996431,75.816649,16:45,16:55,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20
35169,27.0,4.5,13.026286,80.275235,13.086286,80.335235,19:40,19:45,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21
35174,28.0,4.5,26.483672,80.320708,26.543672,80.380708,22:10,22:25,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15
35175,22.0,4.7,12.970324,77.645748,13.010324,77.685748,15:20,15:30,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,22
35176,34.0,4.7,18.516216,73.842527,18.646216,73.972527,23:30,23:45,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28
35177,20.0,4.5,12.323225,76.630028,12.413225,76.720028,18:15,18:20,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39
35178,34.0,4.8,12.972793,80.249982,12.992793,80.269982,11:25,11:40,Fog,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,29
35179,39.0,4.8,17.411028,78.329645,17.431028,78.349645,09:40,09:55,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,23
35180,25.0,4.9,12.978453,77.643685,13.018453,77.683685,15:30,15:45,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,16
35182,35.0,5.0,11.024839,77.007003,11.044839,77.027003,11:40,11:45,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,32
35185,27.0,4.7,12.316967,76.603067,12.386967,76.673067,19:35,19:40,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15
35187,31.0,4.5,10.006881,76.345397,10.086881,76.425397,19:40,19:45,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,41
35188,36.0,4.8,17.438263,78.397865,17.488263,78.447865,20:45,20:55,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,30
35192,26.0,4.1,22.732225,75.874765,22.752225,75.894765,11:35,11:40,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32
35194,34.0,4.8,23.355164,85.324097,23.415164,85.384097,22:15,22:25,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25
35195,24.0,4.8,12.316967,76.603067,12.386967,76.673067,23:35,23:40,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24
35201,21.0,4.8,12.323994,76.626167,12.413994,76.716167,18:40,18:55,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,17
35202,20.0,4.7,11.026117,76.944652,11.096117,77.014652,23:10,23:20,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16
35204,33.0,4.3,11.016298,76.972076,11.126298,77.082076,20:55,21:05,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37
35206,36.0,5.0,11.008638,76.984311,11.058638,77.034311,18:45,18:55,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30
35207,26.0,4.5,30.893081,75.821495,30.923081,75.851495,19:35,19:50,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,20
35208,27.0,4.4,23.371292,85.327872,23.441292,85.397872,20:30,20:35,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,43
35210,35.0,5.0,30.902872,75.826808,31.012872,75.936808,19:25,19:40,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,26
35211,21.0,4.7,23.359033,85.325347,23.449033,85.415347,20:35,20:50,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,25
35212,31.0,4.9,18.536562,73.896485,18.576562,73.936485,13:55,14:05,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,30
35215,23.0,4.8,17.422819,78.449578,17.482819,78.509578,20:40,20:55,Windy,Jam,1,Meal,scooter,0.0,No,Urban,19
35218,35.0,4.4,22.725748,75.898497,22.765747,75.938497,14:30,14:45,Fog,High,1,Buffet,motorcycle,2.0,No,Metropolitian,39
35219,20.0,4.6,27.161694,78.034714,27.231694,78.104714,18:35,18:45,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,21
35222,32.0,4.1,21.173493,72.801953,21.213493,72.841953,12:35,12:40,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,31
35224,38.0,3.6,12.323978,76.627961,12.413978,76.717961,21:35,21:50,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35
35225,25.0,4.7,11.001852,76.976268,11.041852,77.016268,16:25,16:30,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29
35226,23.0,4.6,21.173343,72.792731,21.243343,72.862731,20:25,20:35,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29
35227,26.0,4.9,13.064181,80.236442,13.114181,80.286442,20:20,20:35,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,10
35230,24.0,4.9,22.751857,75.866699,22.841857,75.956699,18:30,18:45,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33
35233,39.0,5.0,21.149834,72.778666,21.229834,72.858666,22:40,22:45,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23
35235,25.0,4.9,19.120083,72.907385,19.200083,72.987385,17:50,17:55,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,20
35236,31.0,4.4,22.725835,75.887648,22.805835,75.967648,20:20,20:35,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38
35237,34.0,4.3,12.972793,80.249982,13.012793,80.289982,15:40,15:45,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,32
35238,33.0,5.0,27.195928,77.998092,27.275928,78.078092,21:45,21:55,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27
35239,37.0,4.6,22.732225,75.874765,22.812225,75.954765,23:40,23:45,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,29
35242,28.0,4.6,11.006686,76.951736,11.046686,76.991736,15:55,16:10,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14
35243,37.0,4.2,21.149569,72.772697,21.279569,72.902697,21:15,21:20,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,43
35247,23.0,4.4,21.160437,72.774209,21.240437,72.854209,20:55,21:05,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35
35250,21.0,4.5,30.893384,75.821202,31.003384,75.931202,17:25,17:35,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18
35252,32.0,4.6,17.422819,78.449578,17.432819,78.459578,10:45,10:50,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,15
35253,36.0,4.6,12.297954,76.665169,12.427954,76.795169,23:10,23:15,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27
35254,39.0,4.6,18.994049,72.825203,19.074049,72.905203,18:25,18:30,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,21
35258,20.0,4.9,22.745049,75.892471,22.795049,75.942471,19:45,19:55,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21
35259,35.0,3.5,18.563934,73.915367,18.673935,74.025367,20:25,20:40,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31
35260,32.0,4.7,23.374989,85.335486,23.504989,85.465486,19:35,19:50,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29
35261,31.0,4.5,13.086438,80.220672,13.146439,80.280672,17:20,17:35,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,17
35262,29.0,4.6,12.337928,76.617889,12.417928,76.697889,22:10,22:20,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,16
35264,32.0,4.9,12.978453,77.643685,13.058453,77.723685,22:25,22:40,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38
35265,25.0,4.6,22.725748,75.898497,22.835748,76.008497,17:35,17:50,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,19
35266,29.0,5.0,22.753839,75.897429,22.773839,75.917429,11:25,11:35,Sunny,High,1,Meal,scooter,0.0,No,Urban,10
35268,39.0,4.5,21.173343,72.792731,21.263343,72.882731,18:15,18:25,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,39
35270,35.0,4.3,26.913483,75.803139,27.043483,75.933139,17:50,17:55,Cloudy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,40
35272,37.0,4.9,23.359194,85.325447,23.409194,85.375447,21:15,21:20,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36
35273,32.0,4.7,21.149569,72.772697,21.159569,72.782697,10:55,11:10,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,25
35276,39.0,4.3,12.337978,76.616792,12.377978,76.656792,15:10,15:20,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
35279,36.0,4.7,17.426228,78.407495,17.556228,78.537495,23:25,23:40,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23
35280,34.0,4.6,13.029198,77.570997,13.119198,77.660997,19:35,19:45,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36
35281,26.0,4.9,17.455894,78.375467,17.585894,78.505467,18:40,18:45,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27
35282,21.0,4.8,21.149569,72.772697,21.229569,72.852697,18:10,18:20,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32
35283,39.0,4.8,22.728163,75.884212,22.748163,75.904212,09:35,09:40,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18
35284,30.0,4.6,26.921411,75.793604,27.001411,75.873604,17:40,17:55,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,30
35285,28.0,4.6,17.429585,78.392621,17.449585,78.412621,10:10,10:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,15
35288,34.0,5.0,19.103249,72.846749,19.163249,72.906749,19:55,20:10,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,27
35289,29.0,4.8,26.905287,75.794592,26.965287,75.854592,22:40,22:55,Stormy,Low,2,Snack,scooter,1.0,No,Urban,15
35290,21.0,4.7,26.911927,75.797282,27.021927,75.907282,19:30,19:40,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20
35291,26.0,4.7,13.026279,80.174568,13.156279,80.304568,22:25,22:35,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18
35292,24.0,4.8,12.323978,76.627961,12.363978,76.667961,13:10,13:20,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,23
35293,20.0,4.7,19.121999,72.908493,19.171999,72.958493,19:10,19:15,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27
35295,38.0,4.7,26.911378,75.789034,26.921378,75.799034,08:15,08:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
35296,38.0,4.6,12.972161,77.596014,13.012161,77.636014,12:55,13:05,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,32
35297,27.0,4.5,18.533811,73.899315,18.643811,74.009315,21:15,21:30,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,20
35298,21.0,4.9,26.481547,80.299775,26.571547,80.389775,21:40,21:55,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27
35299,29.0,5.0,12.323225,76.630028,12.343225,76.650028,08:25,08:30,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,15
35300,36.0,4.9,12.949934,77.699386,13.019934,77.769386,23:25,23:35,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
35302,20.0,4.7,21.173493,72.801953,21.283493,72.911953,18:25,18:30,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31
35303,21.0,4.7,19.055831,72.833984,19.075831,72.853984,11:30,11:40,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,14
35305,24.0,4.5,17.458998,78.500366,17.548998,78.590366,17:55,18:05,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19
35306,24.0,4.9,26.902908,75.792934,26.982908,75.872934,21:30,21:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33
35309,33.0,4.6,18.533811,73.899315,18.593811,73.959315,17:10,17:25,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28
35311,22.0,4.5,19.055831,72.833984,19.085831,72.863984,21:40,21:50,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Urban,11
35313,30.0,4.6,11.001753,76.986241,11.081753,77.066241,23:25,23:35,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21
35318,38.0,4.8,22.307898,73.167788,22.327898,73.187788,09:40,09:50,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26
35321,37.0,4.7,17.451976,78.385883,17.491976,78.425883,13:15,13:25,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,22
35322,37.0,5.0,22.308096,73.167753,22.328096,73.187753,11:40,11:50,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,30
35324,36.0,4.1,19.065838,72.832658,19.075838,72.842658,11:15,11:30,Fog,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,34
35333,37.0,4.6,11.006686,76.951736,11.086686,77.031736,23:20,23:30,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26
35335,28.0,4.6,23.374878,85.335739,23.404878,85.365739,20:30,20:45,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,26
35338,25.0,4.6,12.325461,76.632278,12.385461,76.692278,23:25,23:35,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18
35341,30.0,4.7,17.433809,78.386744,17.493809,78.446744,20:20,20:35,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33
35346,25.0,4.7,12.337928,76.617889,12.447928,76.727889,19:25,19:30,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27
35348,22.0,4.9,11.024839,77.007003,11.084839,77.067003,18:50,18:55,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18
35351,27.0,4.7,10.000706,76.349516,10.050706,76.399516,18:40,18:45,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,15
35352,22.0,4.6,22.308096,73.167753,22.388096,73.247753,23:35,23:50,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29
35353,27.0,4.1,19.121999,72.908493,19.201999,72.988493,17:35,17:40,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,31
35354,38.0,4.7,19.121999,72.908493,19.141999,72.928493,11:30,11:40,Sunny,High,2,Drinks,scooter,1.0,No,Urban,18
35361,34.0,4.7,17.458998,78.500366,17.508998,78.550366,18:25,18:35,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26
35362,29.0,4.9,21.149669,72.772629,21.209669,72.832629,18:35,18:50,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16
35364,24.0,4.9,26.892312,75.806896,26.942312,75.856896,17:40,17:45,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24
35365,32.0,4.7,12.979096,77.640625,13.059096,77.720625,17:20,17:35,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,22
35366,32.0,3.6,18.636215,73.751081,18.746215,73.861081,23:30,23:45,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,32
35368,21.0,4.7,22.552672,88.352885,22.612672,88.412885,21:15,21:20,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Urban,17
35369,25.0,4.8,13.022394,80.242439,13.152394,80.372439,21:15,21:30,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23
35371,36.0,5.0,25.457687,81.835585,25.517687,81.895585,21:40,21:45,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30
35376,36.0,3.6,26.921411,75.793604,26.991411,75.863604,19:25,19:35,Stormy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,40
35378,34.0,4.6,23.357804,85.325146,23.387804,85.355146,17:20,17:30,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,30
35379,29.0,5.0,12.972161,77.596014,13.032161,77.656014,21:55,22:10,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,27
35381,23.0,4.9,19.103249,72.846749,19.113249,72.856749,10:55,11:10,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15
35382,25.0,4.9,22.310526,73.170937,22.440526,73.300937,19:50,20:05,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,21
35383,33.0,4.6,19.875522,75.367127,19.985522,75.477127,23:20,23:35,Stormy,Low,2,Snack,scooter,0.0,No,Urban,17
35385,30.0,4.8,12.337928,76.617889,12.427928,76.707889,17:15,17:30,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Urban,40
35386,38.0,4.0,11.008638,76.984311,11.078638,77.054311,19:20,19:25,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49
35387,26.0,4.8,13.029198,77.570997,13.119198,77.660997,22:10,22:20,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18
35388,22.0,4.6,27.158822,78.045359,27.218822,78.105359,19:35,19:50,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,22
35390,30.0,4.6,23.416792,85.316842,23.546792,85.446842,21:10,21:20,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,49
35391,29.0,5.0,18.530963,73.828972,18.540963,73.838972,11:10,11:15,Stormy,High,2,Drinks,scooter,0.0,No,Urban,10
35392,32.0,4.7,12.972532,77.608179,12.982532,77.618179,08:40,08:50,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16
35393,26.0,4.7,27.163303,78.057044,27.223303,78.117044,22:10,22:15,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,10
35398,38.0,4.5,13.026286,80.275235,13.106286,80.355235,21:30,21:45,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,38
35399,23.0,4.0,22.569367,88.433187,22.629367,88.493187,23:30,23:40,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29
35401,38.0,4.7,12.323194,76.630583,12.433194,76.740583,21:35,21:40,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44
35402,20.0,4.5,13.054347,80.257221,13.124347,80.327221,19:25,19:35,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,10
35403,39.0,5.0,27.160934,78.044095,27.300934,78.184095,21:25,21:30,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,42
35404,29.0,4.7,17.429585,78.392621,17.559585,78.522621,20:15,20:30,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37
35405,25.0,4.6,27.160934,78.044095,27.190934,78.074095,19:55,20:05,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,22
35406,30.0,4.8,17.428294,78.404423,17.538294,78.514423,23:40,23:50,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,23
35407,38.0,4.1,23.357804,85.325146,23.467804,85.435146,20:35,20:50,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,41
35408,37.0,4.7,30.892978,75.821847,30.922978,75.851847,21:45,21:50,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29
35409,22.0,4.8,23.355164,85.324097,23.445164,85.414097,19:10,19:20,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26
35410,20.0,4.7,21.170096,72.789122,21.230096,72.849122,20:20,20:35,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23
